_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.769853383417681,GO:0008285,M1,1,0,GO Biological Processes,19,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-2.769853383417681,5.5860589812332435,4.421191876411751,20836,746,25,5,20.0,8.0,12394|13134|14460|14461|17260,Runx1|Dach1|Gata1|Gata2|Mef2c,-0.4701563336601284,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.6438280307361928,GO:0051046,M1,1,0,GO Biological Processes,19,regulation of secretion,19_GO:0051179 localization,-2.6438280307361928,5.228607277289837,4.218992691380874,20836,797,25,5,20.0,8.0,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-0.38693788263151235,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.6147150999898043,GO:0017157,M1,1,0,GO Biological Processes,19,regulation of exocytosis,19_GO:0051179 localization,-2.6147150999898043,11.063362831858406,5.272039277407667,20836,226,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-0.36772440074825463,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.5848677435629375,R-MMU-109582,M1,1,0,Reactome Gene Sets,6,Hemostasis,,-2.5848677435629375,6.789735234215886,4.499775895065841,20836,491,25,4,16.0,7.332121111929343,14460|14461|22761|56193,Gata1|Gata2|Zfpm1|Plek,-0.34607152293665927,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.415231736282108,GO:0071695,M1,1,0,GO Biological Processes,19,anatomical structure maturation,19_GO:0032502 developmental process,-2.415231736282108,9.3996992481203,4.778677157054063,20836,266,25,3,12.0,6.499230723708768,14461|16596|21349,Gata2|Klf1|Tal1,-0.1923747167572777,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.3660098221472787,GO:0042060,M1,1,0,GO Biological Processes,19,wound healing,19_GO:0050896 response to stimulus,-2.3660098221472787,9.026425992779782,4.661024428115698,20836,277,25,3,12.0,6.499230723708768,14460|14461|56193,Gata1|Gata2|Plek,-0.14704784650597252,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.323259221365932,GO:0071396,M1,1,0,GO Biological Processes,19,cellular response to lipid,19_GO:0050896 response to stimulus,-2.323259221365932,5.7379690189328745,4.014527536219262,20836,581,25,4,16.0,7.332121111929343,12192|14460|17260|20375,Zfp36l1|Gata1|Mef2c|Spi1,-0.10815766653786384,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.3188583475148956,GO:0071222,M1,1,0,GO Biological Processes,19,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3188583475148956,8.681666666666665,4.549746559098391,20836,288,25,3,12.0,6.499230723708768,14460|17260|20375,Gata1|Mef2c|Spi1,-0.10758320053988034,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.2776585510634195,GO:0071219,M1,1,0,GO Biological Processes,19,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2776585510634195,8.390335570469798,4.453623481557376,20836,298,25,3,12.0,6.499230723708768,14460|17260|20375,Gata1|Mef2c|Spi1,-0.07017639310554333,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.230160253181817,GO:0002703,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.230160253181817,8.065548387096774,4.344050263495513,20836,310,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-0.04116150091795391,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.184627452537349,GO:0021700,M1,1,0,GO Biological Processes,19,developmental maturation,19_GO:0032502 developmental process,-2.184627452537349,7.764968944099378,4.240224485830733,20836,322,25,3,12.0,6.499230723708768,14461|16596|21349,Gata2|Klf1|Tal1,-0.0028072849006091625,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.173534085771129,GO:0071216,M1,1,0,GO Biological Processes,19,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-2.173534085771129,7.693292307692307,4.215104413433666,20836,325,25,3,12.0,6.499230723708768,14460|17260|20375,Gata1|Mef2c|Spi1,0.0,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.1662006608246003,GO:0002699,M1,1,0,GO Biological Processes,19,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.1662006608246003,7.6462385321100905,4.198535598909735,20836,327,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,0.0,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.15891624794175,GO:0006366,M1,1,0,GO Biological Processes,19,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.15891624794175,7.599756838905774,4.182106614538939,20836,329,25,3,12.0,6.499230723708768,14460|14461|21349,Gata1|Gata2|Tal1,0.0,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.156720216449379,GO:0050778,M1,1,0,GO Biological Processes,19,positive regulation of immune response,19_GO:0002376 immune system process,-2.156720216449379,5.144691358024692,3.714953076704188,20836,648,25,4,16.0,7.332121111929343,14460|14461|17260|20375,Gata1|Gata2|Mef2c|Spi1,0.0,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.0036547914982803,GO:0032496,M1,1,0,GO Biological Processes,19,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.0036547914982803,6.667519999999999,3.838535395884921,20836,375,25,3,12.0,6.499230723708768,14460|17260|20375,Gata1|Mef2c|Spi1,0.0,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-6.448005775805031,GO:0045664,M1,1,0,GO Biological Processes,19,regulation of neuron differentiation,19_GO:0032502 developmental process,-6.448005775805031,20.494426229508193,10.616378354203635,20836,244,25,6,24.0,8.541662601625049,14025|14461|17260|17268|18514|21413,Bcl11a|Gata2|Mef2c|Meis1|Pbx1|Tcf4,-3.5222484583157496,0,5,1,1,-6.448005775805031,20.494426229508193,
1,-5.213078486355993,mmu05202,M1,1,0,KEGG Pathway,24,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-5.213078486355993,18.603571428571428,9.180894803912349,20836,224,25,5,20.0,8.0,12394|17260|17268|18514|20375,Runx1|Mef2c|Meis1|Pbx1|Spi1,-2.5131002121115005,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-5.117105177285518,GO:0048598,M1,1,0,GO Biological Processes,19,embryonic morphogenesis,19_GO:0032502 developmental process,-5.117105177285518,9.073219284603423,7.207291622253655,20836,643,25,7,28.0,8.97997772825746,12192|14461|16764|17260|18514|21349|24136,Zfp36l1|Gata2|Aff3|Mef2c|Pbx1|Tal1|Zeb2,-2.4509851703019927,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-4.032214723433114,GO:0048729,M1,1,0,GO Biological Processes,19,tissue morphogenesis,19_GO:0032502 developmental process,-4.032214723433114,7.740928792569658,6.032372079410458,20836,646,25,6,24.0,8.541662601625049,12394|17260|18514|21349|22761|24136,Runx1|Mef2c|Pbx1|Tal1|Zfpm1|Zeb2,-1.5391554821602482,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.7053386921141915,GO:0021953,M1,1,0,GO Biological Processes,19,central nervous system neuron differentiation,19_GO:0032502 developmental process,-2.7053386921141915,11.906285714285714,5.5055320296856785,20836,210,25,3,12.0,6.499230723708768,14461|21349|24136,Gata2|Tal1|Zeb2,-0.42393042806894854,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.657029559829464,GO:0007389,M1,1,0,GO Biological Processes,19,pattern specification process,19_GO:0032502 developmental process,-2.657029559829464,7.108230277185502,4.63722932027362,20836,469,25,4,16.0,7.332121111929343,17260|17268|18514|24136,Mef2c|Meis1|Pbx1|Zeb2,-0.3931709353006189,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.642280656237828,GO:0048863,M1,1,0,GO Biological Processes,19,stem cell differentiation,19_GO:0032502 developmental process,-2.642280656237828,11.31366515837104,5.342416917534676,20836,221,25,3,12.0,6.499230723708768,17260|21349|24136,Mef2c|Tal1|Zeb2,-0.38693788263151235,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.4595296300693836,GO:0002009,M1,1,0,GO Biological Processes,19,morphogenesis of an epithelium,19_GO:0032502 developmental process,-2.4595296300693836,6.266466165413534,4.264858182013685,20836,532,25,4,16.0,7.332121111929343,12394|17260|18514|24136,Runx1|Mef2c|Pbx1|Zeb2,-0.22877612969851943,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.0470076644477997,GO:0007420,M1,1,0,GO Biological Processes,19,brain development,19_GO:0032502 developmental process,-2.0470076644477997,4.783012912482066,3.5209150258319197,20836,697,25,4,16.0,7.332121111929343,14461|17268|18514|24136,Gata2|Meis1|Pbx1|Zeb2,0.0,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-2.016297022101819,GO:0060562,M1,1,0,GO Biological Processes,19,epithelial tube morphogenesis,19_GO:0032502 developmental process,-2.016297022101819,6.7394070080862525,3.8660581864015,20836,371,25,3,12.0,6.499230723708768,17260|18514|24136,Mef2c|Pbx1|Zeb2,0.0,0,5,0,0,-6.448005775805031,20.494426229508193,
1,-5.637161041331258,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-5.637161041331258,8.537157490396927,7.441184211793706,20836,781,25,8,32.0,9.32952303175248,12192|14025|14460|17260|18514|20375|21413|56193,Zfp36l1|Bcl11a|Gata1|Mef2c|Pbx1|Spi1|Tcf4|Plek,-2.8313790409187263,0,6,1,1,-5.637161041331258,33.788108108108105,
1,-5.589606520425756,GO:0010720,M1,1,0,GO Biological Processes,19,positive regulation of cell development,19_GO:0032502 developmental process,-5.589606520425756,10.70473394495413,7.95701985122061,20836,545,25,7,28.0,8.97997772825746,12192|12394|14025|14582|20375|24136|239985,Zfp36l1|Runx1|Bcl11a|Gfi1b|Spi1|Zeb2|Arid1b,-2.79854777683393,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-5.339581637646801,GO:1902107,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-5.339581637646801,19.749763033175356,9.487686249578445,20836,211,25,5,20.0,8.0,12192|12394|14582|20375|239985,Zfp36l1|Runx1|Gfi1b|Spi1|Arid1b,-2.6028805563775683,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-5.339581637646801,GO:1903708,M1,1,0,GO Biological Processes,19,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-5.339581637646801,19.749763033175356,9.487686249578445,20836,211,25,5,20.0,8.0,12192|12394|14582|20375|239985,Zfp36l1|Runx1|Gfi1b|Spi1|Arid1b,-2.6028805563775683,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-5.265821566080533,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-5.265821566080533,12.822153846153844,8.168550796949015,20836,390,25,6,24.0,8.541662601625049,12192|14025|14460|17260|18514|20375,Zfp36l1|Bcl11a|Gata1|Mef2c|Pbx1|Spi1,-2.5539440685363326,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-4.691962443433097,GO:0071560,M1,1,0,GO Biological Processes,19,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-4.691962443433097,24.334014598540147,9.497194857364496,20836,137,25,4,16.0,7.332121111929343,12192|12394|17260|20375,Zfp36l1|Runx1|Mef2c|Spi1,-2.0850601786561342,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-4.630763440900638,GO:0071559,M1,1,0,GO Biological Processes,19,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-4.630763440900638,23.47718309859155,9.315026940621689,20836,142,25,4,16.0,7.332121111929343,12192|12394|17260|20375,Zfp36l1|Runx1|Mef2c|Spi1,-2.034781465160392,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-4.0291842300880925,GO:0002763,M1,1,0,GO Biological Processes,19,positive regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-4.0291842300880925,33.788108108108105,9.793048537098075,20836,74,25,3,12.0,6.499230723708768,12192|12394|14582,Zfp36l1|Runx1|Gfi1b,-1.5391554821602482,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.875859364598933,GO:0045619,M1,1,0,GO Biological Processes,19,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3.875859364598933,15.016936936936938,7.277274433491422,20836,222,25,4,16.0,7.332121111929343,12192|12394|20375|239985,Zfp36l1|Runx1|Spi1|Arid1b,-1.400071055785699,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.834999115859977,GO:0045661,M1,1,0,GO Biological Processes,19,regulation of myoblast differentiation,19_GO:0032502 developmental process,-3.834999115859977,29.07348837209302,9.041840423178638,20836,86,25,3,12.0,6.499230723708768,12192|17260|239985,Zfp36l1|Mef2c|Arid1b,-1.3661596670020708,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.438686660195324,GO:0051249,M1,1,0,GO Biological Processes,19,regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.438686660195324,7.862641509433962,5.546733993950811,20836,530,25,5,20.0,8.0,12192|12394|17260|20375|239985,Zfp36l1|Runx1|Mef2c|Spi1|Arid1b,-1.015604701898093,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.3434261231895688,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-3.3434261231895688,7.494964028776978,5.380225180563356,20836,556,25,5,20.0,8.0,12192|14025|17260|18514|20375,Zfp36l1|Bcl11a|Mef2c|Pbx1|Spi1,-0.944477844609057,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.212724140328609,GO:0045621,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3.212724140328609,17.85942857142857,6.937195645186959,20836,140,25,3,12.0,6.499230723708768,12394|20375|239985,Runx1|Spi1|Arid1b,-0.8366387447076015,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.177436742531443,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-3.177436742531443,9.834100294985252,5.683780611589409,20836,339,25,4,16.0,7.332121111929343,12192|14025|18514|20375,Zfp36l1|Bcl11a|Pbx1|Spi1,-0.8123467312118988,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.163116021315966,GO:0051251,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.163116021315966,9.747836257309942,5.6535418909206765,20836,342,25,4,16.0,7.332121111929343,12394|17260|20375|239985,Runx1|Mef2c|Spi1|Arid1b,-0.8034210418831278,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.14256094162428,GO:0050864,M1,1,0,GO Biological Processes,19,regulation of B cell activation,19_GO:0002376 immune system process,-3.14256094162428,16.894054054054052,6.725530890070622,20836,148,25,3,12.0,6.499230723708768,12192|17260|20375,Zfp36l1|Mef2c|Spi1,-0.793459035688866,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.936996836335853,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-2.936996836335853,6.092397660818714,4.693659338551027,20836,684,25,5,20.0,8.0,12192|14025|17260|18514|20375,Zfp36l1|Bcl11a|Mef2c|Pbx1|Spi1,-0.6083360906429839,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.72314729177555,GO:0030217,M1,1,0,GO Biological Processes,19,T cell differentiation,19_GO:0002376 immune system process,-2.72314729177555,12.078840579710144,5.552143470479805,20836,207,25,3,12.0,6.499230723708768,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,-0.4326908987529098,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.6705530087488576,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.6705530087488576,7.169376344086022,4.6631764393607655,20836,465,25,4,16.0,7.332121111929343,12192|12394|17260|20375,Zfp36l1|Runx1|Mef2c|Spi1,-0.39800820503491957,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.6172138135118903,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,19_GO:0050896 response to stimulus,-2.6172138135118903,6.930893970893972,4.561182264772366,20836,481,25,4,16.0,7.332121111929343,12192|12394|17260|20375,Zfp36l1|Runx1|Mef2c|Spi1,-0.36772440074825463,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.598486423910272,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-2.598486423910272,10.918427947598252,5.230864623459002,20836,229,25,3,12.0,6.499230723708768,14025|17260|20375,Bcl11a|Mef2c|Spi1,-0.3556122908635545,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.5256430073319898,GO:0060485,M1,1,0,GO Biological Processes,19,mesenchyme development,19_GO:0032502 developmental process,-2.5256430073319898,10.289382716049381,5.048361720921278,20836,243,25,3,12.0,6.499230723708768,12192|17260|24136,Zfp36l1|Mef2c|Zeb2,-0.29088676450745166,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-2.0005176282789354,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-2.0005176282789354,6.649787234042552,3.8317175035972357,20836,376,25,3,12.0,6.499230723708768,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,0.0,0,6,0,0,-5.637161041331258,33.788108108108105,
1,-3.50769462032277,GO:0007346,M1,1,0,GO Biological Processes,19,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.50769462032277,8.1390625,5.66880937948575,20836,512,25,5,20.0,8.0,12192|18514|21349|71375|239985,Zfp36l1|Pbx1|Tal1|Foxn3|Arid1b,-1.0655894247121085,0,7,1,1,-3.50769462032277,9.691162790697675,
1,-3.1536439473762705,GO:1901990,M1,1,0,GO Biological Processes,19,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-3.1536439473762705,9.691162790697675,5.63358970914251,20836,344,25,4,16.0,7.332121111929343,12192|18514|71375|239985,Zfp36l1|Pbx1|Foxn3|Arid1b,-0.7992778014484994,0,7,0,0,-3.50769462032277,9.691162790697675,
1,-2.8088046625800596,GO:0010564,M1,1,0,GO Biological Processes,19,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-2.8088046625800596,5.700683994528044,4.484231121239508,20836,731,25,5,20.0,8.0,12192|13134|18514|71375|239985,Zfp36l1|Dach1|Pbx1|Foxn3|Arid1b,-0.49486717370789657,0,7,0,0,-3.50769462032277,9.691162790697675,
1,-2.761713647924911,GO:1901987,M1,1,0,GO Biological Processes,19,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.761713647924911,7.593986332574032,4.839688802788939,20836,439,25,4,16.0,7.332121111929343,12192|18514|71375|239985,Zfp36l1|Pbx1|Foxn3|Arid1b,-0.4666615032131217,0,7,0,0,-3.50769462032277,9.691162790697675,
1,-3.440505323209809,GO:0045666,M1,1,0,GO Biological Processes,19,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-3.440505323209809,21.370256410256406,7.658175478572313,20836,117,25,3,12.0,6.499230723708768,14461|17260|21413,Gata2|Mef2c|Tcf4,-1.015604701898093,0,8,1,1,-3.440505323209809,21.370256410256406,
1,-3.2681553615731196,WP447,M1,1,0,WikiPathways,27,Adipogenesis genes,,-3.2681553615731196,18.659104477611937,7.107800099941909,20836,134,25,3,12.0,6.499230723708768,14461|17260|23849,Gata2|Mef2c|Klf6,-0.8864660884341136,0,8,0,0,-3.440505323209809,21.370256410256406,
1,-2.2497034729906304,GO:0045765,M1,1,0,GO Biological Processes,19,regulation of angiogenesis,19_GO:0032502 developmental process,-2.2497034729906304,8.197770491803277,4.388975382475372,20836,305,25,3,12.0,6.499230723708768,12394|14461|21413,Runx1|Gata2|Tcf4,-0.04970933642530423,0,8,0,0,-3.440505323209809,21.370256410256406,
1,-2.2340412613878957,GO:1901342,M1,1,0,GO Biological Processes,19,regulation of vasculature development,19_GO:0032502 developmental process,-2.2340412613878957,8.091650485436892,4.35295426074453,20836,309,25,3,12.0,6.499230723708768,12394|14461|21413,Runx1|Gata2|Tcf4,-0.041408224468938624,0,8,0,0,-3.440505323209809,21.370256410256406,
1,-3.1859326558269863,GO:0030278,M1,1,0,GO Biological Processes,19,regulation of ossification,19_GO:0032501 multicellular organismal process,-3.1859326558269863,17.48475524475524,6.855814770721746,20836,143,25,3,12.0,6.499230723708768,14460|17260|18514,Gata1|Mef2c|Pbx1,-0.8153797488059398,0,9,1,1,-3.1859326558269863,17.48475524475524,
1,-2.2418445508308635,GO:0007548,M1,1,0,GO Biological Processes,19,sex differentiation,19_GO:0022414 reproductive process,-2.2418445508308635,8.144364820846905,4.370883144870271,20836,307,25,3,12.0,6.499230723708768,13134|14460|18514,Dach1|Gata1|Pbx1,-0.045546559825501,0,9,0,0,-3.1859326558269863,17.48475524475524,
1,-2.148080224835646,GO:0006338,M1,1,0,GO Biological Processes,19,chromatin remodeling,19_GO:0009987 cellular process,-2.148080224835646,7.531084337349396,4.157720772911748,20836,332,25,3,12.0,6.499230723708768,16596|20375|239985,Klf1|Spi1|Arid1b,0.0,0,10,1,1,-2.148080224835646,7.531084337349396,
