Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.4,4.5,20836,298,25,3,12,6.5,14460|17260|20375,Gata1|Mef2c|Spi1,-0.07,MyList
GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-2.3,5.5,3.9,20836,605,25,4,16,7.3,12192|17260|17268|22761,Zfp36l1|Mef2c|Meis1|Zfpm1,-0.057,MyList
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2.2,8.2,4.4,20836,305,25,3,12,6.5,12394|14461|21413,Runx1|Gata2|Tcf4,-0.05,MyList
GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-2.2,8.1,4.4,20836,307,25,3,12,6.5,13134|14460|18514,Dach1|Gata1|Pbx1,-0.046,MyList
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-2.2,8.1,4.4,20836,309,25,3,12,6.5,12394|14461|21413,Runx1|Gata2|Tcf4,-0.041,MyList
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.2,8.1,4.3,20836,310,25,3,12,6.5,14460|14461|20375,Gata1|Gata2|Spi1,-0.041,MyList
GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-2.2,8,4.3,20836,311,25,3,12,6.5,17260|22761|217082,Mef2c|Zfpm1|Hlf,-0.041,MyList
GO Biological Processes,19,GO:0021700,developmental maturation,19_GO:0032502 developmental process,-2.2,7.8,4.2,20836,322,25,3,12,6.5,14461|16596|21349,Gata2|Klf1|Tal1,-0.0028,MyList
GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-2.2,7.7,4.2,20836,325,25,3,12,6.5,14460|17260|20375,Gata1|Mef2c|Spi1,0,MyList
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.2,7.6,4.2,20836,327,25,3,12,6.5,14460|14461|20375,Gata1|Gata2|Spi1,0,MyList
GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.2,7.6,4.2,20836,329,25,3,12,6.5,14460|14461|21349,Gata1|Gata2|Tal1,0,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-2.2,5.1,3.7,20836,648,25,4,16,7.3,14460|14461|17260|20375,Gata1|Gata2|Mef2c|Spi1,0,MyList
GO Biological Processes,19,GO:0006338,chromatin remodeling,19_GO:0009987 cellular process,-2.1,7.5,4.2,20836,332,25,3,12,6.5,16596|20375|239985,Klf1|Spi1|Arid1b,0,MyList
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-2.1,7.4,4.1,20836,339,25,3,12,6.5,14461|17268|21349,Gata2|Meis1|Tal1,0,MyList
GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-2,4.8,3.5,20836,697,25,4,16,7.3,14461|17268|18514|24136,Gata2|Meis1|Pbx1|Zeb2,0,MyList
GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-2,6.7,3.9,20836,371,25,3,12,6.5,17260|18514|24136,Mef2c|Pbx1|Zeb2,0,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2,6.7,3.8,20836,375,25,3,12,6.5,14460|17260|20375,Gata1|Mef2c|Spi1,0,MyList
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-2,6.6,3.8,20836,376,25,3,12,6.5,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,0,MyList
