Genes	E14tg2a-120h 1A	E14tg2a-120h 1B	E14tg2a-120h 1C	E14tg2a-120h 1D	E14tg2a-120h 1E	E14tg2a-120h 1F	E14tg2a-120h 1G	E14tg2a-120h 1H	E14tg2a-120h 2A	E14tg2a-120h 2B	E14tg2a-120h 2C	E14tg2a-120h 2D	E14tg2a-120h 2E	E14tg2a-120h 2F	E14tg2a-120h 2G	E14tg2a-120h 2H	E14tg2a-120h 3A	E14tg2a-120h 3B	E14tg2a-120h 3C	E14tg2a-120h 3D	E14tg2a-120h 3E	E14tg2a-120h 3F	E14tg2a-120h 3G	E14tg2a-120h 3H	E14tg2a-120h 4A	E14tg2a-120h 4B	E14tg2a-120h 4C	E14tg2a-120h 4D	E14tg2a-120h 4E	E14tg2a-120h 4F	E14tg2a-120h 4G	E14tg2a-120h 4H	E14tg2a-120h 5A	E14tg2a-120h 5B	E14tg2a-120h 5C	E14tg2a-120h 5D	E14tg2a-120h 5E	E14tg2a-120h 5F	E14tg2a-120h 5G	E14tg2a-120h 5H	E14tg2a-120h 6A	E14tg2a-120h 6B	E14tg2a-120h 6C	E14tg2a-120h 6D	E14tg2a-120h 6E	E14tg2a-120h 6F	E14tg2a-120h 6G	E14tg2a-120h 6H	R1-120h 1A	R1-120h 1B	R1-120h 1C	R1-120h 1D	R1-120h 1E	R1-120h 1F	R1-120h 1G	R1-120h 1H	R1-120h 2A	R1-120h 2B	R1-120h 2C	R1-120h 2D	R1-120h 2E	R1-120h 2F	R1-120h 2G	R1-120h 2H	R1-120h 3A	R1-120h 3B	R1-120h 3C	R1-120h 3D	R1-120h 3E	R1-120h 3F	R1-120h 3G	R1-120h 3H	R1-120h 4A	R1-120h 4B	R1-120h 4C	R1-120h 4D	R1-120h 4E	R1-120h 4F	R1-120h 4G	R1-120h 4H	R1-120h 5A	R1-120h 5B	R1-120h 5C	R1-120h 5D	R1-120h 5E	R1-120h 5F	R1-120h 5G	R1-120h 5H	R1-120h 6A	R1-120h 6B	R1-120h 6C	R1-120h 6D	R1-120h 6E	R1-120h 6F	R1-120h 6G	R1-120h 6H
Grb2	16.34001627	18.22945111	17.06586475	16.2153583	999	16.65545814	16.26861265	16.1999868	16.27349958	15.62964495	14.84972498	999	999	16.95730765	999	17.61112817	16.432353	17.2954365	999	18.05350602	17.50157198	17.4600864	17.05582667	999	17.38645208	20.10415094	17.30349443	999	16.85995817	20.12539178	17.78226765	17.37212476	17.14370949	18.97507801	17.11890199	17.1857755	17.2188429	16.91902074	999	15.77394744	999	999	999	23.67790868	17.38909741	17.41652344	17.31980214	16.71161538	999	17.21514612	17.48712001	17.45073777	18.08966644	15.21135493	999	17.14658446	18.7106763	16.39143453	16.75643808	17.96675844	16.13876103	18.30408047	18.30717604	17.95152421	16.9227897	999	16.23746334	999	999	17.80677323	17.59333911	18.36164513	999	16.76230833	18.26004769	17.4531852	18.45971637	999	16.78126126	17.85050252	20.20394474	17.77822474	17.99540404	17.67191193	999	16.57616985	16.91136873	16.92988487	999	17.15696347	18.17314581	15.72675431	18.53305374	18.47828162	18.70801658	999
Gsc	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.83587569	999	999	999	999	999	999	999	999	999	999	18.84106893	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Gsk3b	21.8741634	18.76114268	17.65814065	999	17.84528667	17.49178418	18.75483596	18.71229438	17.49553462	999	17.7907586	999	18.8895311	999	999	999	17.46641595	18.9524557	19.01624852	20.1700394	17.66427631	19.04771719	18.92500362	19.7575899	19.16215339	999	19.1976088	999	999	999	18.77114718	17.55478652	999	18.73526852	999	19.21224138	18.41748178	19.07028899	16.71688347	18.79749637	19.15568165	999	999	20.85950111	18.970198	18.73942931	18.85765927	999	18.82140791	999	999	18.90191728	999	999	18.84110464	999	17.78224609	17.41512365	999	999	18.35110186	19.34486461	18.83564505	18.76372687	19.05703751	17.89369642	999	17.68857498	999	18.56075007	17.8829044	999	999	18.71579925	18.7706017	18.82131655	17.98643671	999	17.95453232	18.19630794	17.43709571	999	999	999	999	18.3300481	999	19.35209163	999	999	999	18.03831688	999	999	18.85011204	19.02121884
Hand1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	14.14556072	999	999
Hdac1	13.33923259	16.46010825	13.92632962	13.45796879	13.59348682	13.6948386	13.1569676	14.78646728	14.5758296	14.35554403	12.58167136	14.34250224	13.89544913	14.06613924	18.62229018	13.79645986	14.21342895	15.25463204	15.51122405	14.74679667	13.6926935	14.33141163	14.5468595	15.32600274	14.69389659	14.2726149	14.63285057	14.78550937	15.3758828	14.00317759	13.7452054	15.1468591	13.8880684	14.37193095	14.28165954	15.0182007	13.79676317	13.86210948	15.15103347	14.23292666	15.82144756	18.91025648	999	12.86891685	14.35912994	15.90084016	14.25648535	14.07968199	14.66668694	13.98637942	14.1089246	12.7327335	13.55501583	13.19900411	13.74686739	13.55412882	13.34535105	13.99280894	12.98127638	13.57284907	12.61307072	14.6045646	13.47144964	13.57955447	14.70144555	12.64010549	13.293559	13.60792859	14.06280706	13.8945814	13.82969469	13.70343599	14.78508825	14.04346333	13.45394684	14.53622715	13.68797146	18.56674189	13.51279277	13.78011713	15.53794356	13.72093428	13.10848293	15.79650718	999	14.51660679	13.27295433	13.84751988	999	14.39243283	14.88236854	12.39153075	13.3096178	14.1667649	13.43766161	13.28716015
Hes1	19.85861651	999	999	18.29573697	18.76280464	18.93412027	19.20635151	999	19.36343262	21.10299975	999	999	19.57448747	21.67152797	999	20.22315787	22.70165338	999	999	999	20.17504881	999	999	999	23.64454542	999	999	999	21.87111685	999	18.70688717	999	22.9727764	22.6381358	27.63997845	999	999	20.07697241	999	19.36658172	999	999	999	999	999	20.12549441	999	24.17685151	999	19.19999414	999	23.10094087	26.37157159	999	17.52314747	999	999	999	999	999	999	999	999	999	23.76328735	20.86735528	19.73246215	18.13878064	999	20.89300623	999	24.56715764	999	999	999	19.41724055	999	999	18.50545457	999	19.63446636	21.86209154	19.40559545	21.37497857	999	19.60096063	21.02312245	22.18522195	999	21.32969877	999	999	999	999	20.95331462	999
Igf2	18.7805123	999	999	18.85580879	999	999	999	999	999	999	999	18.87695685	999	999	999	999	999	19.42094602	999	999	999	999	19.0977187	999	19.89641542	999	999	999	999	999	999	999	999	16.46051661	999	25.81637971	18.49466402	18.58932098	999	20.14874731	999	999	999	18.98142943	999	999	999	999	14.6118086	16.85456048	17.65247279	17.83392706	20.06204046	19.29761689	15.19360405	17.80251119	999	18.56359731	15.91695675	16.68239755	17.02477796	16.54038106	14.33499616	18.0583247	19.98907432	12.83043271	16.34025356	20.23337	14.51128219	12.85076976	13.81327042	14.76272452	17.00115564	16.10008302	16.33958985	19.48210462	18.71493792	999	17.04577508	13.30228882	999	15.54456744	20.51838934	17.83999301	999	16.99271215	17.56537784	999	999	18.44699697	15.90489548	13.9619753	999	13.17037655	12.45181108	999
Isl1	999	999	999	20.50647263	999	999	999	999	19.58867262	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Jag1	14.55338199	17.55611561	17.65187039	999	16.78232501	15.31131107	14.92893749	999	999	16.7295551	15.89104072	16.03153037	999	17.80521767	999	999	16.15337653	999	999	15.45930385	14.38894962	999	999	16.51203679	999	18.03655264	15.88594598	999	999	15.99083945	17.84727154	999	999	999	16.98661151	999	15.51965749	17.13959265	999	15.14399788	999	999	999	15.6980588	17.52266667	16.01509218	21.00363242	15.63500068	999	17.34212966	999	999	999	17.4698745	999	17.2960574	999	17.63389652	999	17.62396252	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.75915095	999	999	999	999	999	16.55085836	22.00700109	999	999	999	999	999	999	999	999	999	17.47722279	999	999	999	999
Jarid2	18.14753268	15.98236055	17.85095704	18.43142546	17.20928917	16.89997797	16.23788242	17.07624402	999	999	17.49519002	17.3197101	16.74574176	17.02688227	999	17.59978387	16.20660871	17.1808363	17.29895876	15.9314094	15.89349749	16.52860841	18.09120549	15.7966451	16.17548689	17.57584997	16.2939313	17.66936728	17.31594298	16.71437594	17.80090724	17.76457034	16.98954796	16.53709518	17.87229128	999	16.25041036	15.36988526	16.21078379	999	16.77917802	999	999	15.86569467	16.02435826	17.60965995	17.25567703	17.86392061	19.34166349	16.26762507	16.98177146	16.20456122	15.85156336	16.39206437	17.93088122	16.88871462	15.71646524	16.92942804	16.5984786	16.62738108	16.49134523	16.4193909	17.07160612	999	16.4512168	15.33135312	15.95661717	16.45495071	16.60491828	16.1985627	16.62779414	17.94927376	16.62302754	15.9790785	16.64465687	999	16.8837822	999	14.99881158	15.67440286	17.80098745	15.82133525	15.75965091	18.95389682	999	18.05923478	15.87591388	17.35140752	999	16.08707028	17.1577248	16.2506815	16.05278253	17.36803834	17.34127771	17.38498499
Kdm1a	13.71526586	13.39704853	13.81409012	13.27600198	12.39111406	12.59671659	12.23547711	13.08507218	13.88533669	14.07405277	12.55773933	14.30950053	13.05953881	13.54867278	999	13.5960617	12.90950677	13.61775671	13.62648007	13.81450482	14.76233795	14.37520956	13.29230127	13.98712282	13.26287737	13.11012808	13.54985732	13.22596244	13.39100975	13.33991714	13.38431328	13.8074596	14.29828806	13.53661931	12.89466697	14.44414032	13.03304994	14.0383885	14.20427702	12.66302448	15.29896001	999	999	12.83740929	13.93154156	14.32606709	12.95667067	13.02345859	14.81355956	12.96790055	12.91936876	12.73985082	13.34761386	11.47611817	13.09037482	12.83902581	12.58258557	12.57569339	12.78687351	12.40424394	12.48233288	12.44436457	12.68464435	13.58405828	14.15478772	12.08907551	12.64432271	12.66377834	14.10685291	13.27220536	12.58231406	13.81661479	13.55493404	12.54009175	12.94652301	14.42904024	12.96238062	999	11.91574109	13.81157042	13.37435231	13.76889771	12.63704155	13.764204	17.75403886	12.83074819	12.99898031	12.69422394	999	12.89843781	14.11527006	11.30437879	12.82390368	12.76012161	12.58970884	13.67889629
Kdm4c	16.61406299	17.44851981	19.04948601	17.20888131	18.91287619	17.27990807	16.44063241	18.43954072	18.28461364	17.47955647	16.97449868	18.18429261	999	18.46066699	999	18.69007324	17.36738209	16.8673604	18.30867292	16.67926859	18.20113259	999	999	999	18.64107208	18.58131823	16.55339497	999	999	18.68442242	18.32822808	17.53671663	999	15.97006653	999	14.87421078	19.29408262	14.64208816	17.23594642	17.39641951	999	999	999	17.61853128	999	999	17.3518156	18.06608877	17.45138789	17.08365247	18.45696201	16.82323012	999	16.64300802	16.48721579	16.18834285	999	16.77612395	16.39851231	15.80833273	15.48317648	21.13989416	18.32499625	18.49256539	16.72939279	16.9451978	18.34984362	18.33569344	17.98788029	17.36767675	999	16.91616903	16.37303225	17.38295825	16.25740225	17.09386786	17.10041705	999	18.1913571	999	999	15.47992381	17.25519107	999	999	19.39121465	999	15.86691618	999	17.38567586	16.06344157	15.58697982	17.62411692	18.66613804	17.97009284	17.45443137
Klf4	999	999	999	16.78601262	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.19000026	999	15.69627764	999	17.00207984	999	18.91086061	999	999	999	999	999	999	999	999	999	18.58015819	18.93130247	999	999	999	18.42502476	999	999	999	19.75744519	999	999	999	999	18.48699907	16.35989239	999	999	999	16.7134616	999	999	999	999	999	999	17.80795416	18.60513222	999	999	19.81542694	999	17.7083044	999	18.66242246	999	18.02182361	18.64227332	18.89921093	999	999	999	999	999	999	999	999
Lif	999	999	999	18.19360359	999	999	19.41465834	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.54936469	18.86088758	20.15289734	999	18.11605599	999	999	999	999	999	999	999	999	19.26669223	999	21.89089721	999	999	999	19.99415581	20.71568575	999	999	999	18.87191322	999	18.94215303	18.80471028	999	20.16528451	999	17.78575518	999	19.24042948	19.49093406	999	19.6902619	999	20.44047277	999	19.50124175	18.79057451	18.90824997	19.83243881	999	19.91079445	999	19.07515911	18.10265093	999	19.7558714	999	999	19.99865896	999	999	999	999	999	999	999	19.68471379	20.1324771
Lifr	17.45350747	999	19.16638865	13.25858912	24.12522021	20.24318339	18.81632014	18.64068402	18.65385917	18.47350806	13.09670686	999	18.21360185	17.62663352	999	17.24423999	999	18.97850749	19.73653434	17.3745506	19.31031075	17.44589933	999	18.31201354	17.14517369	19.73586891	19.37389639	999	18.8460294	17.60353036	15.28087239	20.40518406	18.58096585	13.86402712	19.92352333	15.16596734	17.98160947	13.25907257	18.02435506	999	18.34994004	999	999	17.37432814	18.72588824	19.60196928	20.70132628	19.99024548	999	19.67284126	19.46503485	15.7849024	999	18.59170806	999	19.10966426	999	999	20.52199354	17.92445918	16.98308718	17.38594068	16.85246181	19.87486437	14.34676799	999	20.82860996	20.78780999	20.76200003	19.73138114	17.12538493	18.09749909	999	21.02940471	999	15.64693542	999	999	19.64933057	999	999	15.81283491	22.64252681	19.19756957	999	18.1711035	999	22.12886893	999	15.93926501	17.19684303	22.41090043	17.8599771	15.81594072	17.87114188	999
Lin28a	14.66122085	17.00271013	17.48992248	14.83203198	14.88596405	14.85500007	13.89048197	17.39426861	18.49125655	15.85721651	13.76918625	16.35665208	15.49433843	17.37217803	21.16873503	16.70047196	14.62411531	15.97088594	19.20446596	19.4930702	16.73775687	16.8793993	17.09178922	17.08647072	15.69490793	17.42980342	17.7078169	15.86984532	17.17295896	16.59350814	14.55560268	17.04954887	15.76333777	14.95284222	14.94402096	15.4059531	15.28437054	14.83364803	18.51002418	14.89808045	21.52942211	19.67126684	21.49766386	13.78215868	17.71743294	17.64344185	16.55254252	15.60402459	17.31606249	14.53899317	16.07614947	13.77520248	16.40748789	15.96545762	15.72396257	14.27500684	15.78995147	18.32406816	14.94699908	14.5135191	15.63224843	15.34991617	15.43819819	16.11669089	15.34349457	16.12324221	14.43034453	15.25642066	16.97710506	15.98246894	16.58729839	14.38230166	15.87798382	15.58553167	14.20571329	15.5362938	15.91910491	999	13.59761537	16.69206848	16.84388883	14.0223276	14.0076114	20.05819272	999	14.86094895	14.95859025	14.79036637	999	16.28688377	16.24103624	14.93340089	14.62341993	16.28391642	15.09032162	15.71535945
Mbd3	14.815418	15.70532387	15.17412727	14.23312933	13.80705574	14.42799801	13.13567075	14.8265006	14.9644316	15.30192873	14.88671356	15.95462811	14.37926008	14.34991877	999	13.95004077	15.44424151	15.75261663	15.33684565	15.39159598	15.25123148	14.70154502	15.52646783	14.50913042	14.88204779	15.82676295	16.54737403	14.01395842	14.92509675	15.09817975	14.15207019	16.04214643	14.85731408	14.81961038	15.01040106	17.76776795	15.87196721	15.28163563	14.7084511	14.96687525	16.61127133	999	999	14.86547145	15.55418146	16.77036018	15.35534747	15.48119196	18.76497958	15.1134796	16.85633506	14.92700666	16.04420823	14.36006825	14.80273616	15.40506162	15.78867033	15.18281851	14.48110582	14.82715092	14.94790542	15.05573682	15.33390355	14.75326411	15.75161182	14.99125371	15.18406459	14.34823266	17.39043805	15.37267482	15.58202442	15.51935058	15.46537447	15.0068683	15.46463509	15.08520673	14.3264664	999	13.91968465	15.03796134	17.7893462	14.31983796	14.9739164	18.4329383	999	14.84117611	15.88139854	14.97678593	999	16.19924562	15.91500751	13.93286145	15.20548269	14.77068078	14.22090386	16.32650761
MBP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Mef2a	999	16.76101543	18.21166202	16.90685511	999	17.78596837	17.05332849	999	18.02553354	17.80004851	16.73579027	17.88932541	18.00934096	999	999	17.03078047	999	18.59242605	16.83001316	999	18.24408657	999	999	999	17.88474222	999	999	999	18.24681992	16.33210401	999	999	999	999	999	18.89172919	999	16.85545216	999	17.77276002	999	999	17.86901516	999	999	999	17.84638215	17.94501295	999	999	17.85499252	999	15.79690083	24.43471902	999	17.73791095	16.96638887	17.95038427	999	17.90094438	999	16.284966	17.89573729	16.88362869	16.97518651	999	16.95143499	18.27070682	18.37678844	17.21675426	16.11280955	17.05936467	18.89018027	15.78256854	999	999	18.063037	999	16.84193732	17.07467848	17.40915378	17.96409801	999	999	999	17.81261695	17.47738696	999	999	999	999	999	999	17.18941668	16.38261349	17.28854538
Mixl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21.48161128
Mki67ip	17.48167736	999	999	16.7915493	15.99999058	17.33019925	16.40792289	999	18.55972734	16.85797185	24.13696539	999	16.41685256	999	999	999	999	999	20.54146119	18.39778894	999	18.28106927	17.35356258	19.28671804	17.96754597	999	999	17.98974901	999	999	18.19685275	999	16.82519887	16.59651391	17.8377009	16.66719424	17.26661024	999	999	18.29928016	999	999	999	16.99080219	18.33743523	999	999	19.27088813	999	999	999	19.23785309	17.80802154	16.17787938	999	17.77723096	16.76933485	18.76549033	999	999	999	999	999	999	20.15002956	999	999	18.97131368	999	17.85567102	18.96901541	18.02537531	16.84101069	999	16.9416277	999	17.35023622	999	16.85690295	999	17.78613582	21.3733329	999	999	999	19.12198557	999	19.48796917	999	19.03195419	999	19.02370571	999	999	17.8122205	20.5153836
Myc	16.19675773	999	999	13.54101974	16.35848832	999	16.26831776	999	999	999	999	16.76647079	17.35116802	999	999	18.24127273	17.63981942	999	999	999	999	18.68110899	999	999	999	18.52045701	999	18.51677441	999	999	17.56258091	999	999	15.77895673	999	999	999	999	999	999	999	999	999	999	999	999	999	17.38427496	999	14.56780872	999	999	999	18.35723919	999	999	16.96267018	999	17.40984172	18.84157282	15.78726331	17.35732323	18.63398129	999	999	999	999	999	999	16.70550083	16.2554849	16.99002288	999	999	16.95955827	999	19.61544413	999	999	999	18.54216246	999	16.95817999	999	999	17.21847151	999	17.19976107	999	17.78961486	18.0680375	13.48102797	17.49771923	17.83788626	999	17.75379913
Myst3	15.19154161	15.52090853	15.81710842	14.71940343	15.62735978	14.52402935	13.96758508	15.86152861	15.05024527	15.97686951	14.88279034	16.11224957	15.87469675	15.31790509	999	14.93140504	15.33474385	16.9998061	16.72449698	16.61105394	15.31586976	16.46713789	15.8219774	15.3493672	15.26796011	16.17961175	15.99857022	15.4735228	16.14358988	15.66233188	15.92067705	16.11475881	14.83083523	16.83467328	14.98657254	16.71227587	16.37137113	15.68534392	15.65355194	15.71500163	16.84661017	999	999	15.14365228	14.91326476	16.02712442	15.40821708	16.00747877	18.24416585	15.79050628	16.8883805	15.55996748	15.08263565	15.01380855	16.56661082	18.11297538	15.280831	15.56465364	16.2987749	15.73786847	15.64615671	15.41120657	16.79887307	16.86428652	17.0060786	16.01287573	15.92925592	16.01210836	17.13091224	16.7233761	16.05118917	16.97713804	17.60564675	18.41090577	15.73954599	16.33092311	16.63421587	18.87071519	15.11811843	15.546512	17.48679383	15.01690783	15.12196852	17.61746943	999	16.70973128	16.20315357	16.24034682	999	15.7661446	16.64270264	15.5349937	17.52253588	15.85458679	15.17205725	16.51133781
Nanog	19.19906701	999	999	999	18.81737553	999	999	999	25.99936161	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.906543	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.59351795	999	999	999	17.04444734	17.1094164	999	999	18.68704501	17.95942515	999	999	999	999	999	18.18179453	999	19.05922991	999	999	999	16.50230643	14.22699023	18.43631485	999	19.00605696	999	999	999	19.23636329	18.84152048	999	999	999	16.72619856	20.05739644	999	999	24.31922706	999	999	999	16.95799429	14.32095667	999	999	999	999	999	999	999	999
Ncam1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Nestin	16.74613157	18.00749991	19.46857579	999	18.39213152	19.65658922	16.59655612	19.50087736	16.9131928	18.89464824	15.4822769	19.1295428	18.50788881	16.832988	19.55159844	17.6249513	19.4508901	999	19.96731187	20.66312755	17.07795028	17.14505342	18.06183649	17.05420551	19.47235063	16.37893895	18.07338179	18.53542465	16.62738878	16.06119908	16.7508175	21.33746201	16.18243412	999	17.33044084	999	18.7905223	999	18.81598671	20.0148458	17.68151398	999	999	17.61187554	17.76408612	999	18.77515844	18.55339159	18.14289686	20.9346926	999	999	20.54453835	999	999	18.22444932	999	18.35450785	19.23674005	16.0065293	16.65916991	18.352885	17.77534584	999	20.35358135	19.49456665	18.37030434	20.92889047	17.48324039	19.04240897	999	20.67609226	999	18.20968081	20.39047288	999	999	999	18.34037303	999	21.86735527	999	19.2719811	999	999	20.49683474	18.12917688	23.72657113	999	17.6653017	999	999	18.1291803	999	18.5751794	20.14036724
Notch1	999	17.36006607	20.70938888	999	999	17.41257395	19.66995336	999	20.06928059	21.64712826	18.83126265	999	999	16.57976658	999	21.50424647	21.55826155	999	999	17.36659579	20.59217791	20.08094349	19.97216994	20.0119373	999	19.59253522	999	999	19.8349996	19.49783678	20.11641875	18.46739321	19.97955902	20.92688673	19.43249444	999	20.10866111	19.28333166	19.2435156	999	18.27309921	999	999	20.34589125	18.7055753	18.06241626	20.41343043	19.03911327	999	999	999	999	20.80539082	18.75078803	999	999	999	999	19.70269094	17.88328884	999	18.98919553	999	999	999	19.49775312	999	17.86742438	19.74955673	21.0672699	999	20.06000045	19.70636832	999	18.76657667	999	999	999	999	999	999	24.00399845	999	999	999	999	19.54823938	21.23472655	999	999	999	999	999	999	21.01112063	999
Nr0b1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Nr5a2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	22.53620267	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Nr6a1	999	999	999	18.86570511	17.47931649	999	18.16511728	19.85423303	999	999	999	18.81177253	999	19.8124554	999	999	999	999	999	999	999	999	19.39901263	999	20.62725904	23.9358185	19.82577051	999	20.60388474	999	19.62387582	19.75191861	21.05384723	999	20.08185912	999	19.35816792	999	999	19.63469049	20.70101178	999	999	19.57800324	999	999	999	19.72526201	999	18.82599888	20.18827902	999	999	999	999	21.26836017	999	999	20.46333072	18.3609318	17.75674752	999	999	999	999	999	999	20.19179308	999	20.32833112	20.14517978	21.77257687	999	999	20.64080514	999	999	999	18.31530526	999	999	999	20.35185231	999	999	18.83962421	18.45477993	999	999	19.80110407	20.24924606	18.71957045	18.72210541	19.69160822	18.59100006	18.40062705
Olig1	999	999	999	999	17.9038064	999	999	999	999	999	999	999	999	999	999	18.31450458	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.44482213	999	999	999	999	999	17.12054188	999	999	999	999	999	999	999	999	999	18.72525355	999	999	999	999	999	999	999	999	999	999	999	999	17.3283791	999	19.8963834	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Olig2	18.46586521	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Otx2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.87320568	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.92429407	999	999	999	999	999	999	999	999	16.80069525	17.90469427	999	999	16.37132496	999	999	19.91162543	19.35948418	999	999	15.36426947	999	15.42097327	17.34337674	16.90719833	999	999	15.19542422	999	16.60725273	17.16508304	999	17.21469934	999	999	15.73083592	999	999	999	15.96386546	999	999	999	16.61740116	17.34900629	999	999	15.9157122	15.20818793	999	999	999	999	999	999	17.1390202	18.65903932
Pax6	999	16.70765893	16.19570971	999	999	17.43687143	14.21689298	16.1046366	18.04136735	16.77123173	17.0224485	999	999	15.97357977	999	16.39239023	15.46232386	999	18.27259133	16.60963765	14.79463382	16.18611074	16.72468816	16.69631338	18.11381885	15.85149557	17.19779135	16.78246794	16.37868267	16.84295234	15.46916866	18.26180637	16.00489529	999	16.86477089	999	999	999	15.18477925	999	18.4829129	999	999	17.12886274	15.94635109	17.92786951	15.44891219	999	999	18.31554872	18.34068125	999	999	999	999	17.8096697	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.41742661	999	999	999	999	999	999	999	999	999
Pou5f1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.6689939	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.96669809	999	999	999	17.33931673	999	999	999	999	999	18.35042537	999	999	999	999	999	999	999	999	999	17.82868173	999	999	18.57613065	999	999	999	19.30101869	999	999	999	20.38260058	18.31523641	18.40506262	999	18.68617443	999	999	999	999	999	19.20970096	19.4053499	999	999	999	16.96501268	999	999	19.95591049	999	999	999	17.72703876	17.82209116	999	999	999	999	18.24038329	999	999	999
Prmt6	19.00411223	19.40314796	999	999	19.16036401	19.59601689	19.5345379	19.38601179	999	19.27911334	19.8705366	999	999	999	999	999	19.33060245	19.30520402	999	999	999	999	999	19.48714692	999	18.28569663	19.35123461	999	19.14361626	18.58000244	999	999	19.18917124	999	999	19.21509264	999	19.47438447	999	19.41160892	18.99472841	999	999	999	999	999	18.15781558	18.92639851	999	999	999	999	999	20.24955433	19.32174883	999	18.44046278	999	999	999	999	18.96534099	999	19.30994666	18.38207862	999	999	999	999	999	999	18.58075715	19.18393852	999	999	18.4228639	19.45400266	999	18.22539989	999	999	999	19.31600039	999	999	999	999	999	999	20.04678342	999	999	999	999	999	999
