Genes	E14tg2a-48h 1A	E14tg2a-48h 1B	E14tg2a-48h 1C	E14tg2a-48h 1D	E14tg2a-48h 1E	E14tg2a-48h 1F	E14tg2a-48h 1G	E14tg2a-48h 1H	E14tg2a-48h 2A	E14tg2a-48h 2B	E14tg2a-48h 2C	E14tg2a-48h 2D	E14tg2a-48h 2E	E14tg2a-48h 2F	E14tg2a-48h 2G	E14tg2a-48h 2H	E14tg2a-48h 3A	E14tg2a-48h 3B	E14tg2a-48h 3C	E14tg2a-48h 3D	E14tg2a-48h 3E	E14tg2a-48h 3F	E14tg2a-48h 3G	E14tg2a-48h 3H	E14tg2a-48h 4A	E14tg2a-48h 4B	E14tg2a-48h 4C	E14tg2a-48h 4D	E14tg2a-48h 4E	E14tg2a-48h 4F	E14tg2a-48h 4G	E14tg2a-48h 4H	E14tg2a-48h 5A	E14tg2a-48h 5B	E14tg2a-48h 5C	E14tg2a-48h 5D	E14tg2a-48h 5E	E14tg2a-48h 5F	E14tg2a-48h 5G	E14tg2a-48h 5H	E14tg2a-48h 6A	E14tg2a-48h 6B	E14tg2a-48h 6C	E14tg2a-48h 6D	E14tg2a-48h 6E	E14tg2a-48h 6F	E14tg2a-48h 6G	E14tg2a-48h 6H	R1-48h 1A	R1-48h 1B	R1-48h 1C	R1-48h 1D	R1-48h 1E	R1-48h 1F	R1-48h 1G	R1-48h 1H	R1-48h 2A	R1-48h 2B	R1-48h 2C	R1-48h 2D	R1-48h 2E	R1-48h 2F	R1-48h 2G	R1-48h 2H	R1-48h 3A	R1-48h 3B	R1-48h 3C	R1-48h 3D	R1-48h 3E	R1-48h 3F	R1-48h 3G	R1-48h 3H	R1-48h 4A	R1-48h 4B	R1-48h 4C	R1-48h 4D	R1-48h 4E	R1-48h 4F	R1-48h 4G	R1-48h 4H	R1-48h 5A	R1-48h 5B	R1-48h 5C	R1-48h 5D	R1-48h 5E	R1-48h 5F	R1-48h 5G	R1-48h 5H	R1-48h 6A	R1-48h 6B	R1-48h 6C	R1-48h 6D	R1-48h 6E	R1-48h 6F	R1-48h 6G	R1-48h 6H
Gata1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.95527837	999	999	999	999	999	999	999	17.45056059	999	999	18.43516998	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.88472954	999	18.72517886	999	999
Gata4	999	18.99583863	18.39605616	999	999	999	999	999	999	999	999	19.31546596	999	999	999	999	999	18.61816243	999	999	999	999	999	19.6312529	999	999	18.51600013	999	999	999	19.45145868	18.68997205	18.08444481	17.74621444	999	999	999	999	999	17.65256052	999	999	999	18.67240459	999	999	999	999	999	999	999	999	18.51094226	999	999	999	999	999	999	999	999	18.53210071	999	15.36161085	20.11019633	999	18.45900119	18.88104109	999	999	999	999	999	999	999	17.17251469	999	999	17.38822361	999	999	999	999	999	999	999	999	999	20.26085315	999	999	999	999	16.67022665	999	999
Gata6	999	999	999	999	999	999	999	999	999	999	999	18.56428789	999	999	999	18.33940433	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.64711461	999	999	999	999	17.6466911	999	999	999	999	999	999	999	999	999	17.92676383	999	999	999	999	999	999	999	999	999	13.8520132	999	999	999	999	999	999	999
Gdf3	12.51185188	14.38416442	12.63976108	12.68686999	18.11753142	12.77453281	13.55485561	999	14.27031616	14.50444774	14.39111701	16.40491945	15.02472483	13.64781716	999	13.25189231	14.71895061	14.21353741	14.43305789	14.62787335	14.41475763	13.12864627	17.78259462	999	13.34733918	12.35777609	15.38900477	11.49165434	14.22123899	999	13.21404418	14.53062192	14.72940845	16.50041484	14.37900581	13.58801884	13.92413317	13.60806745	14.14362103	14.15809701	13.13236985	12.44781155	11.90493407	14.75620467	14.0008894	13.58096536	13.56931559	14.32624972	14.55245587	17.11431173	13.95538982	999	15.89012476	14.4697908	15.71496219	14.12916438	14.14964231	15.35287132	13.74260721	14.16105855	13.55197847	13.61242351	14.1635139	11.83701636	14.55111149	13.73707497	15.24870615	16.78835044	14.3644113	14.34337707	14.74492547	14.63092365	999	999	15.11679895	16.51428289	14.32339661	15.55529829	13.8953767	14.51852868	14.60213148	13.10290424	14.87999872	17.27538042	16.70622608	15.15564863	14.84592781	14.41804162	16.73773823	14.5364204	16.36234006	14.66323757	15.58976416	11.30684933	14.52485471	15.07424298
GFAP	999	999	999	999	999	999	18.37299618	999	999	999	999	999	999	999	999	999	999	999	999	999	18.49550917	999	999	999	999	999	999	999	999	999	999	999	999	18.05536065	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.73573467	999	17.49617268	999	19.89634693	999	999	999	999	999	999	999	999	999	999	18.17815047	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.40866592	999	999	999	16.8756517	999	999
Gli2	999	999	18.88422751	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.84535518	999	999	999	19.11671372	999	999	999	999	999	999	999	999	999	999	999	19.07463942	22.00867803	999	999	999	999	999	999	18.94636641	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.41307177	999	18.74184224	999	19.33496437	999	999	18.95797128	17.70615791	999	999	999	999	999	999	20.46510065	999	999	999	999	19.54180117	999	19.09940628	999	999	999	24.57395967	999	999	999	16.77047714	999	999
Grb2	18.37954635	17.19212906	15.8360953	17.32125373	999	18.41385748	18.09352869	999	15.92871476	16.75935231	15.9609073	18.12044014	17.37918193	17.14729401	999	15.48460476	17.40178538	17.13118445	16.36362228	17.12456642	16.35987955	18.60280913	999	16.43140508	16.52803466	17.14534614	15.86355328	17.20082184	18.68655877	999	18.13686769	17.22891003	18.08661969	18.44944538	18.48195956	17.95827604	999	999	999	16.73700899	999	15.9613854	17.19103358	17.33382695	19.35835	18.2124878	16.72277249	17.46646318	16.93865595	17.58005111	17.05611903	999	15.85967945	17.3613768	16.93423979	17.02962297	17.34464503	19.36939492	15.8057472	17.7363026	17.23445151	17.54120942	17.46417204	14.63685401	16.72266613	15.96545147	16.63276296	17.50535625	16.92476675	15.88209689	17.54421035	17.25979863	999	999	16.72461546	16.30091204	15.46077402	18.21005379	16.53898618	16.51487306	15.84550524	15.87856084	15.68025935	21.63127217	16.27003229	18.08490057	16.30790212	17.56386043	16.17337374	17.31295082	17.1394781	16.29477518	17.26106575	13.33309945	16.33805503	18.01994112
Gsc	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26.29431528	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Gsk3b	18.92955945	999	18.65794489	999	999	18.6659777	18.01153517	20.74585806	999	999	999	18.8070388	999	999	999	999	999	999	999	18.65179007	18.4284073	999	999	18.41858364	999	999	18.63034717	18.63759865	17.83445098	999	999	18.90477547	18.94710855	999	17.5527864	999	999	999	17.62453692	17.62649124	999	19.8063834	999	19.54626676	18.60820353	24.3724216	18.64131825	999	18.97966848	999	17.68282041	999	19.02259568	18.6528043	999	18.70374531	999	17.92580566	18.64473591	19.01449299	17.87877372	18.88563923	18.09288121	17.00008219	17.51045003	18.82787409	999	18.60265618	999	16.43864114	18.59764627	18.98098116	999	999	19.21171916	999	22.12543768	18.26713759	17.83732422	999	999	999	18.29763976	999	999	17.71292707	999	999	999	18.79047634	17.75604094	18.80355807	999	15.82418701	999	19.04311515
Hand1	999	999	999	999	999	999	999	999	999	999	999	17.54073256	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.77432971	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	13.88027268	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Hdac1	12.26972761	12.35822184	11.40877624	11.75931851	999	11.07044623	12.23866213	17.14906518	12.69009796	14.15267099	13.28196437	13.73918396	13.46014596	11.95185379	999	12.31299593	11.91889655	12.15920715	11.68543224	13.31633722	11.6389294	11.06499145	15.26149864	13.03462094	11.71398262	11.63301043	11.69553836	11.54110222	12.13929679	14.8057775	13.16869819	12.08431315	12.96365245	13.16316235	13.4676402	11.88377181	13.18402028	12.48950633	13.79793174	12.3932002	11.52660569	11.4547507	10.72074766	11.9028755	12.06114424	12.20115919	11.92553951	13.825142	12.28154199	13.80306192	11.80707369	999	12.77787277	13.67941249	12.64477819	12.34137632	13.03371141	12.63654018	12.44076754	13.26505142	12.94058678	11.61557998	13.32506541	9.267616875	11.83969291	11.69756461	13.04516496	12.47191442	12.69101751	12.86166673	12.04454902	13.07674504	999	14.9652288	13.00714822	13.34131294	11.62135343	13.08527498	11.7515836	12.84392904	12.76478866	11.64906019	11.69212627	12.47716582	11.9865197	12.52628722	12.38296986	12.0271075	13.12253415	11.95537612	12.54794403	11.75937907	12.82361326	8.996548657	12.80427982	12.55077874
Hes1	999	999	23.46775195	17.89147993	999	18.88370935	999	999	19.99861216	999	18.05273606	20.15913127	999	999	999	999	999	999	18.77004507	21.07579169	999	18.10338903	999	20.31207939	999	999	999	16.27058151	999	999	999	999	999	19.92281356	999	999	999	20.99235832	999	999	999	999	999	20.22155294	999	999	999	999	999	999	22.85058414	999	18.97681781	20.55074914	999	21.17169998	999	999	20.59288119	21.42155798	19.1313707	999	20.19203313	19.1019991	19.55277209	23.25594043	18.6765028	999	19.84784894	20.71725567	17.48490963	19.01363565	999	999	23.21282158	999	19.83806942	18.66324536	18.96587215	20.97750767	999	999	17.97321386	999	999	19.49100012	999	999	25.34999164	25.49538901	17.69523733	999	999	15.9365515	20.25328086	20.77456678
Igf2	19.05924223	999	999	999	999	18.81545819	17.84150066	19.56524509	14.87509141	17.19628468	17.71646663	999	999	999	999	999	999	999	999	999	999	999	999	17.84778554	999	18.72593587	999	999	17.90857373	999	999	999	999	999	999	19.39742166	999	18.83124879	999	999	999	999	18.70469994	999	17.84377116	999	18.37732156	999	21.61502196	999	999	999	19.4035293	999	999	18.58979708	999	999	999	999	18.65170586	18.95702926	999	15.30014109	18.70474657	999	14.01996562	999	999	999	999	999	999	999	999	999	999	999	999	19.41489039	18.7597277	999	999	999	999	999	999	999	17.94834864	999	999	21.08003888	19.34244737	16.18715023	999	999
Isl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.52340751	999	19.50487512	999	999	999	999	999	999	999	999	999	20.09120214	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.26313653	999	999	999	999	20.15223745	999	999	999	999	999	999	26.70156876	999	999	19.47783265	999	999	999	999	999	999	21.49061632	999	999	999	999	999	999	999	999
Jag1	15.6679695	17.51212118	17.68525281	999	999	999	999	999	16.93347052	17.37070304	999	999	999	16.9499742	999	16.90743371	999	999	16.56153662	17.23911402	999	999	999	999	999	17.2942401	17.51827579	17.38107936	999	17.54600994	999	999	999	999	999	17.37293781	17.45557497	999	999	17.60118147	17.51033923	999	17.48270187	999	999	18.3804531	999	999	21.21802041	999	999	999	17.75161248	999	15.60918854	999	17.36235631	999	999	17.20555685	999	16.66882969	999	17.90960217	17.27499749	999	999	999	16.47564574	17.61844858	999	999	999	999	999	999	15.71933476	18.98630684	18.41228288	999	17.55892288	17.46601861	17.80462861	999	17.4507316	999	17.20750079	999	999	999	999	16.3498128	999	15.095108	999	999
Jarid2	14.18392012	13.64829423	12.86856953	13.33177942	999	13.76336446	13.99711031	18.8050567	14.26997078	14.67891322	13.72172682	16.22175198	15.02743641	14.20793117	999	11.9763452	14.2499576	13.80820895	13.37256608	15.19154412	15.8601503	14.7143326	16.49558708	14.68360975	14.18566749	14.71716975	14.35046331	14.15034866	14.91738089	17.72946489	15.10157645	15.35513187	15.39367691	15.92598545	15.70877829	14.51457775	13.59564933	14.32643403	13.68652734	16.70813559	13.88076552	13.7803877	13.56160146	14.78735578	15.67757048	14.1571148	14.41737963	14.34634659	14.84768199	16.5561929	13.82393961	999	15.1964088	15.95813701	14.5040286	13.86615963	15.31099857	14.26483872	14.69500237	15.18529546	15.33538257	13.68847067	16.35261733	11.71210864	13.96494979	13.82810338	15.09889306	15.22836553	15.17225795	14.51997308	14.41456851	15.96740219	999	17.84088641	14.18379122	15.76804589	14.37817063	14.56001624	13.89294899	14.99480397	14.3401009	13.44907494	14.45025495	14.93453962	14.92473187	15.39407872	14.78014814	14.9422548	15.33480111	14.98781524	15.62872263	13.64124875	15.98827901	11.75925142	16.69791238	15.32727844
Kdm1a	11.55585726	11.98197097	10.82467651	11.03881919	999	11.80851467	12.52344931	999	12.5541251	12.9296003	12.60501378	13.37692186	12.37386256	11.68825356	999	12.63644172	12.07995491	13.5398553	12.03917392	13.68666138	12.59230907	11.97009683	17.64021293	11.53352627	12.31356161	12.64960864	11.46126176	11.18722698	12.44800884	16.74527243	12.35467299	12.22964305	12.63577795	12.71556197	12.98838705	11.31788075	12.25307223	12.26454136	13.65552621	12.48264542	11.9535114	10.99244228	11.23536245	11.33259476	13.08541001	11.32123762	10.86526212	13.74941487	12.20072719	16.30848392	11.74066723	999	12.87690178	13.20351247	11.88013308	11.68775867	12.39442008	11.93875753	11.97348369	11.94193961	12.0374585	11.34517129	12.90151009	8.98371505	11.00060975	10.6466602	11.9732793	12.36404379	12.74537356	11.77177373	12.3154159	11.91980403	999	16.64046658	12.41512476	13.6117725	11.13776302	12.78380759	11.24865714	12.26270567	12.15421566	11.71688887	11.50016572	12.45168282	12.2480479	12.19450363	12.50667326	12.66684608	12.93684732	12.43160312	12.66206265	11.92779125	12.58246421	8.315411079	12.35941558	12.44987319
Kdm4c	15.4298733	15.54428381	14.16310239	14.54355662	999	15.27979665	15.05882117	999	16.12209534	999	16.33911086	17.23486676	15.77426148	14.81624984	999	16.3517583	15.44846453	14.71248746	14.74212952	15.26833197	15.77984164	14.58168277	18.41301846	16.33080178	15.08890365	15.53632962	14.96996368	14.91577457	17.50110133	17.29130332	15.6823313	16.99088763	16.08632232	15.98093051	17.30594042	15.19063893	16.95523518	15.37097363	15.50278355	15.80030504	17.15279133	14.33287991	15.07305133	16.73352739	14.7265285	14.40345621	16.58297599	16.04588055	16.56740879	999	14.57662256	999	16.30120827	16.89949967	15.4664388	15.71854518	15.27271779	15.352677	15.58775786	15.9634917	15.06288658	14.66457072	16.67858594	12.66315319	14.87194901	14.76718071	17.97728242	16.63065199	16.95662618	14.10012278	15.28982628	13.95305341	999	18.51048002	15.60556876	16.55765831	15.26163906	16.77575461	14.99080431	16.32579334	15.07229407	13.96343036	13.99834131	15.77931035	15.41049837	14.24999877	14.51452647	15.94795302	14.93189062	17.22949272	15.63773538	14.72148011	15.35812881	12.08833991	15.13509434	14.93970841
Klf4	18.66740884	999	999	999	999	999	999	999	999	999	999	999	999	999	999	15.17933297	999	26.13225901	999	999	999	999	999	18.19205033	999	999	999	999	999	999	999	999	999	999	999	999	999	18.77544193	999	999	999	999	999	999	18.37115078	18.21916348	999	999	999	999	999	999	999	999	999	18.66703013	18.58622654	999	999	999	999	999	18.49103623	999	999	999	999	999	999	999	999	999	999	999	17.58039237	999	18.74797025	999	999	999	999	999	999	999	999	999	999	999	15.40002068	999	18.35596706	999	999	17.4450337	999	999
Lif	19.140767	19.03480376	17.27769942	999	999	19.58590899	20.25027277	999	16.55521734	16.49854794	18.06245752	999	19.29763291	18.12151966	999	16.74715496	999	20.29603448	19.86354833	20.62455171	999	19.33541532	19.05667544	20.07166435	999	22.51057423	999	999	19.61486706	999	17.37153706	999	999	18.82090395	999	999	18.53743211	19.78158408	17.62883366	999	19.49913747	20.50737657	19.50958766	999	18.76239766	19.45694156	20.42165813	19.36272395	999	999	999	999	20.95143664	999	999	999	999	19.88590991	999	999	20.82308075	999	999	17.34839816	19.69420562	19.5329135	19.98542919	20.38034775	999	17.9311955	999	999	999	999	19.8835728	19.58260493	999	999	19.08880693	23.30188963	999	18.50199633	18.93734363	999	999	999	19.68443508	19.71592726	999	999	19.59848281	18.96303065	999	16.93273266	20.23444223	19.98288374
Lifr	16.90211995	19.92618003	17.02245698	16.08634323	999	14.44795281	16.43676947	999	18.0623786	19.34956773	16.58614311	19.83944911	19.22950912	18.7570838	999	17.04776821	18.11030167	17.93034988	18.38190178	999	17.81101387	17.83856538	999	15.75840947	16.65863347	19.03094344	17.80353704	16.64379062	16.37988258	20.21316194	18.50669117	18.69760938	16.76039269	18.05955052	17.25666701	17.25877397	16.24767913	17.34433199	18.07619201	17.8332424	19.19175644	16.57381212	17.6974385	20.0991907	18.48646514	16.81315567	17.61572632	17.49309381	18.73073178	999	17.90818675	999	999	20.09457853	18.72187766	19.00295929	19.48384364	19.71863939	20.97922218	18.18765426	19.51543703	18.55383106	18.54834644	16.2257334	999	18.02309477	19.25465322	999	999	999	18.08481713	999	999	999	19.90950809	20.31730881	17.97448529	999	20.53109645	20.25199285	19.43507385	17.44824144	19.65254401	999	19.75514332	20.01390178	22.70096315	18.04585957	16.79647177	20.1559641	19.27700965	18.46707131	19.9739812	16.06909019	19.19485458	999
Lin28a	12.87512185	13.75606482	12.50498094	13.36950527	19.62439456	12.95859289	14.46422661	18.83555341	15.40801702	15.43302311	14.78602307	18.73245343	15.94906628	13.8322822	20.23979116	18.07150215	13.59471856	13.39518082	13.80792395	14.91503603	14.78770588	13.70421321	15.98035834	16.61958824	13.42521817	13.33011576	13.42852992	13.79174284	13.91513944	15.71293527	15.40231682	13.98832495	16.20374534	16.76698372	14.47601427	13.80175912	16.46390435	13.83244077	15.9628638	14.58179703	13.63708512	12.98242418	13.32189226	13.50418959	13.93742792	14.05671412	14.32708721	14.65435172	13.70810318	15.24056155	13.76800012	999	14.39779222	15.10017117	14.75774483	14.27073593	14.8714836	13.67195375	14.14714485	14.85961672	15.48951155	13.88245048	15.02930384	10.97012018	13.47001084	13.93309326	14.61572866	14.90906165	14.93346149	14.81490955	14.35535212	14.83606093	999	17.89133619	15.08208979	14.68013739	14.0605864	14.57469935	13.24581002	13.84821765	14.2117383	15.08562425	14.45996364	14.5720824	14.49343215	14.87938615	14.66226279	14.78901875	13.67785414	14.34376505	13.87942862	14.12604502	15.35668823	11.09886568	15.44119937	14.64591722
Mbd3	12.41456221	14.1006355	11.52944969	13.10765774	999	12.83327332	14.77686895	999	15.62889719	13.95047559	14.36775105	13.74808779	15.05018318	12.8650042	999	16.55219998	13.53311313	13.34507106	12.89068352	14.99496137	13.69181486	12.84119902	15.98191354	14.31054779	12.87322621	13.58939497	13.41675431	12.87552798	13.55903509	15.12885309	13.85228505	14.569841	14.08113488	14.22950001	14.99081376	12.69213542	14.24494655	13.85670336	13.92469791	13.74350193	13.36867958	13.10449635	13.1086149	13.62846661	13.79533639	13.64324762	13.87725867	14.61754869	14.31659642	15.81277099	13.39801099	999	13.98587868	13.62434917	13.86339105	13.78817202	14.40864246	14.37824736	13.23555913	13.88462949	13.16181887	12.54502577	14.70212102	11.30255157	13.27454068	13.49315126	13.92998268	14.61920301	13.73446303	13.51853631	13.23908471	13.71679603	999	18.70301039	14.53044195	13.41315646	13.21054077	13.82391096	12.74857275	14.23643436	13.83090356	13.39386192	13.74667418	13.65876106	13.61009425	14.23677855	13.9831999	14.17469488	14.91048942	14.19769698	13.85842672	13.23975176	13.857282	10.40164839	14.37390138	13.43804836
MBP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Mef2a	16.71101132	17.22431095	17.85711878	18.04459383	999	999	16.22365097	999	17.08950034	17.93141464	15.78783691	17.88431858	18.42519854	999	999	999	19.64935555	999	16.07815224	17.21870619	18.24133076	16.95243662	999	15.95491319	18.46675775	16.52008257	17.6737848	17.14532334	999	999	999	17.9203134	999	16.08359216	15.64293889	15.93183627	17.9617947	18.71283963	999	999	17.60703348	16.3971229	999	999	999	999	16.1698286	18.44293623	999	999	17.02198527	999	17.18855559	999	999	16.68686805	999	16.87934041	999	999	18.12295334	17.07572158	999	16.60261427	16.37775326	18.17018809	17.84605466	999	17.91106519	18.68432208	18.22351698	19.19071685	999	999	17.40849442	17.76541896	19.3569178	999	17.66011185	999	999	16.60325321	17.37152559	999	18.24510605	999	17.1039284	18.23375508	17.80427269	17.68375993	16.27787571	15.92228838	999	16.24191686	18.28492055	999
Mixl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21.65713793	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26.10457821	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Mki67ip	15.68353379	17.79851777	15.30670452	15.90370866	999	17.19887892	16.35096966	999	18.50976929	15.64441446	17.42578871	16.69028384	16.74852534	19.07024726	999	999	16.26282622	999	19.20153313	16.96163563	17.90799717	15.72160724	999	16.98254148	16.96765865	15.69320499	17.52329261	15.89960926	15.82302774	999	17.08112336	21.37282219	19.56935294	16.22044149	16.87157167	17.12052477	16.48206448	16.47665347	18.66566222	16.72814964	15.75144271	16.86873126	16.9758735	16.45491245	17.65898943	15.92659678	18.7516487	17.34341382	16.75895568	999	15.24899643	999	18.3762884	999	16.30103009	15.68374695	15.01987323	18.51706768	18.10055087	17.17218679	17.57289485	15.56291005	999	14.45811206	17.38109553	17.68298066	17.862748	16.41766796	16.43781594	18.68107295	17.33488219	999	999	999	22.88604238	16.80945699	16.59408081	19.36088546	16.49934907	18.41074964	19.10871757	15.54002038	16.645264	17.60075499	16.30307217	17.31325662	18.20925233	999	19.12598876	16.16689463	19.36345462	17.21073237	999	13.86895097	16.52900968	16.42583971
Myc	17.35391054	17.35088601	13.59083993	13.29355734	999	15.06165521	999	999	18.09114939	15.35518165	14.06847135	16.50825183	17.69562645	16.59079572	999	18.49949082	14.71519309	14.61556862	17.29322666	16.88252939	999	15.83541509	999	15.05840115	15.40025224	16.72013961	16.11755306	18.40276314	15.25958112	999	17.27182889	17.69486651	16.76936021	16.36367583	16.65109669	999	19.06483609	12.82732685	14.71399014	17.60096568	16.38217176	14.03125925	14.67914932	15.66483843	15.60599152	18.0883925	18.67982232	18.83813336	16.2933133	15.73181442	14.80988713	999	16.56047645	16.89648701	999	14.12032271	17.58075249	15.82527542	16.97727689	14.76842014	18.74721268	14.64457506	17.85882254	12.69392143	14.5007157	13.99901384	14.34278788	14.29359059	15.43537772	18.2746844	13.98093666	17.56690068	999	999	14.72151735	999	16.61833785	15.20265129	15.48974693	18.55844981	15.3805381	13.9415633	19.12000978	14.60616869	18.12574686	999	21.29680635	15.6632144	13.64474891	16.04474969	13.23103659	14.60290223	17.60396811	12.39328186	16.83580832	15.60753838
Myst3	14.5469167	16.5932605	15.27466331	15.2332779	999	15.33813478	16.45782356	999	16.5956256	15.2065464	15.62203152	16.22059434	16.64197995	15.62600021	999	15.95423933	15.78319352	16.68497149	16.24518196	15.74526665	15.67198675	15.45822889	18.70872103	15.46857957	14.50136068	15.18727145	15.1063856	15.27825594	15.63358858	999	15.802906	16.37162479	17.52942433	15.41776294	16.25831698	15.22688946	16.39697189	16.65237063	15.45465984	16.24555838	15.41564445	15.41875615	14.8071361	16.48384451	16.71843481	15.51523433	16.11550559	16.14768406	18.78584807	999	15.18503108	999	17.0944076	17.91953276	16.4964473	15.12925581	16.32538703	15.3973177	16.74484918	18.24510194	16.11317126	16.32834417	16.35163737	13.01039541	14.5124104	14.73989576	16.7507272	16.18773779	15.56063539	15.51457141	16.2656064	15.67410414	999	999	16.8869417	16.39660903	15.56740281	16.9531151	15.25074248	16.20900552	16.48024615	16.12990805	14.99244758	16.79094902	16.84225913	16.33700802	15.72242606	16.05598119	14.66437128	16.03484428	16.00214593	15.04325793	16.79090678	12.76134389	18.05067295	16.50527849
Nanog	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	14.6580218	999	15.70445942	999	17.53367496	19.66376635	16.93376149	18.11200102	999	20.10867814	19.30754551	17.80579411	999	18.44703457	17.37462588	999	999	999	999	999	999	21.65077403	999	999	999	999	18.04389868	19.61021323	18.68967865	999	999	999	19.36750617	17.38817931	17.97696273	20.72858308	999	16.77669804	17.32060014	19.82550585	18.06337499	999	999	18.13474915	18.31306502	15.53799083	16.16301606	17.84853978	14.90564749	17.61867032	13.84195321	19.05894101	18.95119405	17.69491728	15.5852184	15.82860944	15.20569208	999	18.55152264	17.98427266	17.01562712	15.8126258	999	15.87338934	15.80772895	15.68445884	16.12729172	14.90278286	16.94034466	999	17.83283984	999	999	999	16.56506887	999	20.45608067	18.82286028	14.53512247	16.0900065	18.92185545
Ncam1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Nestin	18.62816708	999	16.32890327	19.83523997	999	20.2051187	999	999	999	999	18.78519769	17.38482468	999	999	999	999	18.94721779	999	16.99527015	17.96372032	18.58474588	17.94417648	20.11199872	17.34960099	18.1113201	19.09208367	16.84421077	16.49265923	17.97854245	999	999	20.04093345	19.25176893	17.61184154	999	999	20.81429656	17.46097641	21.18639729	20.09508311	19.17126655	20.49744643	20.15085233	19.56563979	20.73593243	18.90626744	18.85174345	18.98501418	999	18.62937354	18.43860912	999	17.91602085	20.27316022	999	18.4572592	999	20.11638353	23.67477448	18.87833121	19.0572881	18.44021017	999	15.8858164	20.3129522	19.91784177	999	17.41740352	19.70977454	23.20150691	20.74897039	19.83896466	999	999	16.48126766	18.1819717	17.7338349	20.16090207	19.27872937	20.50988487	20.07208855	20.35121458	17.03398193	19.35171451	999	20.07474131	999	17.06749236	999	18.53431897	20.3111243	19.62783692	21.60695868	15.5611559	999	17.78737466
Notch1	19.97702113	20.34315918	17.07101196	17.50787636	999	17.93658407	999	999	18.29071925	17.57066421	18.12706856	19.71645345	999	20.78210447	999	18.66845543	999	20.41518218	999	19.51925854	999	19.43833618	999	18.91468133	999	999	19.39806916	19.74559707	999	999	999	999	999	999	999	19.52095642	18.22235131	999	19.13111361	19.79771855	999	999	17.52921141	19.61020461	999	19.38453957	999	19.22349208	999	999	999	999	999	20.39367102	20.54206227	20.86499687	999	19.64195303	20.7355947	999	999	999	999	17.63091311	999	19.90623173	999	18.98742536	19.8644442	17.3851694	20.85997295	19.90274067	999	999	999	999	20.39600359	19.30082897	19.38400889	999	19.31691229	19.49170085	19.85202153	23.20497352	20.54744262	999	19.37372891	999	999	999	999	999	999	18.38462115	999	999
