Genes	E14tg2a-24h 1A	E14tg2a-24h 1B	E14tg2a-24h 1C	E14tg2a-24h 1D	E14tg2a-24h 1E	E14tg2a-24h 1F	E14tg2a-24h 1G	E14tg2a-24h 1H	E14tg2a-24h 2A	E14tg2a-24h 2B	E14tg2a-24h 2C	E14tg2a-24h 2D	E14tg2a-24h 2E	E14tg2a-24h 2F	E14tg2a-24h 2G	E14tg2a-24h 2H	E14tg2a-24h 3A	E14tg2a-24h 3B	E14tg2a-24h 3C	E14tg2a-24h 3D	E14tg2a-24h 3E	E14tg2a-24h 3F	E14tg2a-24h 3G	E14tg2a-24h 3H	E14tg2a-24h 4A	E14tg2a-24h 4B	E14tg2a-24h 4C	E14tg2a-24h 4D	E14tg2a-24h 4E	E14tg2a-24h 4F	E14tg2a-24h 4G	E14tg2a-24h 4H	E14tg2a-24h 5A	E14tg2a-24h 5B	E14tg2a-24h 5C	E14tg2a-24h 5D	E14tg2a-24h 5E	E14tg2a-24h 5F	E14tg2a-24h 5G	E14tg2a-24h 5H	E14tg2a-24h 6A	E14tg2a-24h 6B	E14tg2a-24h 6C	E14tg2a-24h 6D	E14tg2a-24h 6E	E14tg2a-24h 6F	E14tg2a-24h 6G	E14tg2a-24h 6H	R1-24h 1A	R1-24h 1B	R1-24h 1C	R1-24h 1D	R1-24h 1E	R1-24h 1F	R1-24h 1G	R1-24h 1H	R1-24h 2A	R1-24h 2B	R1-24h 2C	R1-24h 2D	R1-24h 2E	R1-24h 2F	R1-24h 2G	R1-24h 2H	R1-24h 3A	R1-24h 3B	R1-24h 3C	R1-24h 3D	R1-24h 3E	R1-24h 3F	R1-24h 3G	R1-24h 3H	R1-24h 4A	R1-24h 4B	R1-24h 4C	R1-24h 4D	R1-24h 4E	R1-24h 4F	R1-24h 4G	R1-24h 4H	R1-24h 5A	R1-24h 5B	R1-24h 5C	R1-24h 5D	R1-24h 5E	R1-24h 5F	R1-24h 5G	R1-24h 5H	R1-24h 6A	R1-24h 6B	R1-24h 6C	R1-24h 6D	R1-24h 6E	R1-24h 6F	R1-24h 6G	R1-24h 6H
Gdf3	14.56586008	15.08621631	22.19926077	14.60761219	13.76484347	12.62574404	25.43982168	13.50703452	14.88846188	13.56844886	15.60968188	14.84164866	999	15.91518604	999	13.79300523	14.05546286	999	13.44118573	14.75297916	15.40869493	16.50430388	16.40442157	12.99740223	12.4758136	13.75400924	999	12.92993674	17.54987932	13.47684548	14.68888156	15.46673965	14.2238383	16.35208375	999	13.34595779	13.3535613	14.29067746	13.86881935	15.25725344	14.52429899	12.72592587	14.96280721	13.38355435	14.26355636	14.47553853	14.40141537	14.9568552	999	13.71070835	13.55382345	999	15.28880479	999	15.41581926	999	13.5982276	23.55608461	12.66089506	13.93257878	23.91391497	22.24159469	14.26329718	23.55386588	13.03935402	13.11076593	12.90532439	13.23019595	999	17.88306112	14.29661306	13.19560881	999	13.98185744	13.57591389	14.1693694	12.5820004	999	999	17.83167222	13.22042931	17.29689937	16.18703941	15.01619811	14.10599629	15.13904992	16.43727243	14.72955539	13.78689043	13.45153849	14.25465128	999	14.54022414	14.80579426	14.32463089	15.03245655
GFAP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.82163519	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.10333215	999	999	999	999	999	999	999	999	999	999	999	999
Gli2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.82612093	999	999	999	22.89625554	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.56704939	999	999	17.11380907	999	999	999	999	999	999	999	999	999	999	999	999	18.71945487	999	18.96818416	18.95272626	999	18.81573275	999	999	18.55598213	17.29317729	999	999	999	999	18.51783915	999	999	19.15521247	20.26069349	16.82646179	999	27.20148698	17.82906672	999	999	999	27.30215843	999	999	999	21.60429933	999	999	999
Grb2	16.04245648	16.12741885	16.04435615	17.05884697	16.86609363	16.00211104	26.90828932	16.59252564	17.74416787	17.20526016	16.74878887	17.01288017	18.02481916	16.92744053	999	16.57343546	15.60577438	999	15.95052883	17.12710796	16.15089967	999	16.75321533	16.19223719	999	17.02022976	999	17.38374778	16.95053869	16.2176519	16.3874467	16.64629507	16.54425026	16.88957689	999	17.35921857	16.59753678	18.38362	16.32023374	16.41379652	16.35055806	17.90602944	16.57457611	999	14.94031979	16.07136174	17.40909287	16.31255884	999	18.07922561	15.53610206	999	16.61752563	999	16.51353505	999	15.54178812	999	18.06078989	16.25679301	999	999	17.92415212	25.72393202	15.26334073	17.81195148	16.60571651	16.93963495	999	999	17.79084519	17.30474978	999	16.46171116	15.92515221	17.650933	15.12430042	999	999	999	15.74988547	14.71943239	18.19478258	18.17920849	16.37834502	16.25517189	15.55005104	17.53596042	16.79483525	15.69683633	16.1863676	999	18.42424154	17.56311233	16.70623869	16.37691153
Gsc	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.90939341	999	999	999	999	999	18.40204003	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.63255336	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Gsk3b	999	999	17.63338708	999	999	18.4491471	999	999	999	23.99708747	999	999	999	999	999	999	18.64865397	999	999	18.68370429	19.43479026	999	999	999	17.75015221	999	999	999	18.47023932	999	16.98787624	999	999	999	999	18.52196584	999	18.92747782	18.01739214	999	999	999	18.38917717	19.9734069	999	999	18.32860775	999	999	999	999	999	999	999	21.00987423	999	19.14879879	27.93674736	999	999	999	999	17.43354829	999	999	999	999	999	999	999	18.13301084	999	999	999	999	999	999	999	999	999	999	17.72253978	20.20858586	999	999	999	18.23617706	999	19.06314745	19.91921472	999	999	999	999	999	18.67180575
Hand1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.80990721	999	17.02634187	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.39788756	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Hdac1	12.87254865	12.57418318	13.28823294	12.7743915	11.84783957	11.57381634	22.52233939	12.74669903	12.49971514	11.84181779	11.47140739	13.54993081	14.85102203	12.96260535	999	12.68618709	12.65643657	999	12.22149949	12.79160807	11.64285496	12.50966077	12.58707858	11.87224597	12.63913442	11.75828332	18.60045583	13.25248859	13.03671387	12.35212331	11.97657778	12.91077189	12.52669322	12.99254801	999	11.94127491	12.66716573	12.01753746	11.73427015	12.60921219	13.39860292	11.68034629	12.3533956	12.26205161	12.06270238	12.97464693	12.42142331	13.11728688	26.89448355	11.34017391	12.22530723	999	12.29993452	999	12.94723675	25.56364851	11.79567397	23.19974101	12.60580652	13.23645341	999	22.36982638	12.64853978	22.40248181	12.13403403	12.37785464	11.54511116	11.74654477	999	999	11.87845924	12.92077333	999	12.41180941	11.72148415	12.73574059	10.83303099	999	999	19.42916464	11.66950103	11.79871127	12.15955286	11.50108821	12.73524834	12.89927608	12.47577354	13.80754277	12.58164493	12.17709608	12.34686642	18.9756893	12.53707812	13.60552537	12.65395347	12.61569361
Hes1	999	999	999	999	999	999	29.53715713	999	999	999	999	999	999	999	999	999	999	999	999	999	21.71979881	999	999	17.84414598	999	999	999	23.92488965	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21.71317316	999	999	999	999	999	999	999	999	999	17.97821953	999	999	18.53890638	999	999	999	999	24.46432202	999	999	999	999	999	999	20.51938124	999	999	999	999	18.94453995	999	999	999	999	999	999	999	999	999	19.2961753	999	999	999	999	999	999	20.28808206	999	999
Igf2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.67358205	999	999	999	999	999	16.4481772	999	999	999	999	999	999	18.84199972	999	999	999	999	999	999	15.38186635	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.69773239	999	999	999	17.40158394	999	999	999	999	18.73176951	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	22.18098471	999	999	18.1690191	999	999	999	999	999	999	999	999	999
Isl1	21.02991587	999	19.48423443	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.94986911	999	999	19.0260225	999	999	999	999	999	999	999	999	999	19.54222465	999	999	999	999	999	999	19.73450286	999	999	999	999	999	999	19.63671259	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Jag1	999	999	999	999	999	16.82706468	999	999	999	999	16.87692096	999	999	17.27745765	999	999	999	999	999	999	999	999	999	999	18.07847884	999	999	999	17.5236077	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.40393087	999	999	999	999	16.79322275	999	17.86685187	999	999	17.60387346	25.73533744	999	999	999	16.53671259	16.46003793	999	17.48267421	999	999	999	999	999	999	999	16.87093728	17.50585786	999	999	999	17.49404759	999	17.47416459	999	999	999	999	999	999	999	999	999	17.61286552	17.48995375	17.17394941	16.87776169
Jarid2	15.33400174	13.54386827	13.90144387	13.07015759	14.62164239	13.02603387	23.30792219	13.31532563	13.27827874	13.29453561	12.91731521	14.21838018	14.51516938	13.26715372	26.07769836	14.50520313	14.24763492	999	12.56766399	13.8856415	13.78221141	14.71818295	13.65817079	12.82274739	13.28867126	12.78220023	999	14.26157711	14.70507242	14.38484153	13.57053356	13.77902996	13.91098404	13.34347977	999	13.49925843	14.86743657	13.792944	13.20644782	13.80942262	14.04806347	12.55802349	13.90164237	13.47362301	13.05913721	14.68829551	13.73331746	13.67636878	999	13.45323212	14.9882177	999	12.85842283	999	13.71956687	999	13.67397454	999	13.96869604	15.71356291	26.00047849	24.94261987	15.31747764	23.63406287	14.4901098	12.37763178	14.77108037	13.4086543	999	999	14.91775616	13.38562352	999	13.46638085	13.89407111	14.31468604	12.81542908	999	999	999	12.20296053	12.97639665	14.10507269	14.00949638	13.69004756	14.5675629	15.35164395	14.72215602	13.75108869	13.93553309	14.96050704	19.56071231	16.16943029	14.50581183	13.06098332	14.49977155
Kdm1a	13.00466216	12.1716722	12.22951642	12.27715601	11.63799857	11.58341098	21.03107386	12.89089128	11.79204537	11.59740821	12.11740577	12.99101909	15.19484156	11.98719698	999	12.13802798	12.70973584	17.82560307	11.71971513	12.39488722	12.09618405	13.17855403	11.92079883	12.00047864	12.33129438	11.7535022	999	12.4232204	12.7248155	12.08055165	11.92524474	12.58588208	12.71202413	11.57555334	26.64079408	11.6577681	12.42050709	12.15133564	11.83994876	12.22479055	14.41078418	11.37441314	12.66938015	11.77200959	11.88760296	11.87094659	12.22151704	12.81798839	999	11.63585246	11.79104253	999	11.96000812	999	11.82335627	999	11.34036431	21.35406296	11.7035666	12.85467452	17.56605143	22.11034073	12.12833517	21.96223227	11.52368881	12.19706251	12.00420104	12.31361997	999	17.44053287	11.8096669	12.56910448	999	12.40499262	11.62921699	11.55296482	10.48145205	17.38421485	999	17.8593323	11.56079685	11.58147081	12.4945804	12.12182584	12.73602508	12.58794652	11.96571934	13.1775401	12.19951745	11.62846592	11.96242675	18.01021606	12.46941904	12.78176996	12.25301807	12.74938334
Kdm4c	17.76851003	15.48406218	16.6295091	16.0713136	15.65209284	13.96630029	25.74856412	15.15282225	14.83654245	14.155944	17.3725991	17.06303111	18.64601703	16.21257125	999	14.59737022	14.79174076	999	15.58600773	15.29960606	14.65748568	17.16968207	15.55819873	14.96553653	14.65168275	14.0895333	999	16.16610184	15.5890521	15.3921633	14.89483694	16.08703255	14.65826895	17.50198187	999	14.67277503	14.8439459	15.75518037	16.79347632	15.76778118	15.80965014	13.24126736	15.93167229	14.20119885	15.6338333	15.21685524	15.71350057	15.14052437	999	14.45008871	14.98103057	999	14.97129039	999	14.53976084	999	14.57421123	999	13.50882218	16.4457731	25.65195107	23.8662583	15.3235727	23.61773872	14.85219907	14.08277331	13.82690512	14.25018473	999	999	15.33337506	15.27328788	999	15.03857018	14.13400194	17.13646357	13.56465157	999	999	999	14.98760165	15.08641474	15.32675306	14.59524195	15.49293025	16.32721977	16.24884338	16.04519339	14.42807862	14.46675955	15.03653725	999	15.86160874	16.41663125	14.85429589	14.74971514
Klf4	17.5605629	17.5274385	18.15537892	18.03888236	999	999	999	25.96571664	999	999	17.33157099	19.96067292	999	14.76445567	999	999	18.26940994	999	17.9424406	18.2498893	999	999	999	16.91685855	999	999	999	999	999	999	16.16245878	15.17998307	999	18.61272471	999	17.2768506	999	999	17.69125883	15.04705925	999	999	999	999	999	999	999	999	999	18.54974266	999	999	18.61640119	999	17.88625258	999	999	999	18.31611396	14.46826881	24.42602068	999	999	999	17.15032117	999	999	999	999	999	17.69286333	999	999	999	18.39317307	999	999	999	999	999	14.86281824	24.37865163	23.67639125	999	999	15.56032838	14.96920173	16.84753525	17.17403838	16.8117218	999	999	999	15.46022924	18.10622072	16.53142893
Lif	15.93860946	17.48236925	999	19.87103311	999	18.65426234	999	17.98727978	18.17351257	999	999	17.92046624	19.96069913	18.45490204	999	16.98998159	17.85007961	999	999	999	18.94960538	17.63302223	999	19.00562834	17.71806595	19.73293423	999	17.77395677	19.25170084	19.20604749	999	999	19.68765322	18.32234483	999	18.32394535	19.90281451	17.8829363	18.14315876	17.20401342	999	999	18.30341783	999	999	18.13422315	18.64289032	18.85245797	999	999	999	999	999	999	999	999	19.5002069	999	19.7111684	999	999	999	999	999	999	18.34887913	999	19.9725536	999	999	999	999	999	999	999	999	999	999	999	999	999	24.97067036	19.66216581	999	999	999	999	21.14723385	999	19.20721652	999	999	999	18.91243196	18.91400873	999
Lifr	15.27079113	15.14509163	17.89863108	15.67378271	18.01380619	17.25987046	25.83827165	18.54489393	19.21602535	14.29555651	18.11301755	17.09853043	999	16.45546415	999	15.93632604	16.53222598	999	16.08090253	17.91094686	15.36416685	20.36256598	17.49910697	14.75409758	16.00934212	15.61573651	999	15.09838475	999	20.26826483	15.04968213	16.4725612	16.88320071	999	999	17.29965139	17.0268046	15.59956108	16.46775959	17.83715119	16.1905995	16.63734253	17.36748096	15.56529167	16.38802701	19.82511576	16.9136491	17.31920703	999	16.67262543	19.87961607	999	18.24274414	999	16.67522025	999	999	999	14.71620492	18.32044544	999	25.74764833	19.11429118	24.87335483	15.82395454	15.54467202	17.59840015	15.69230312	999	999	16.46715974	16.28000112	999	18.56894456	18.52775134	17.41092997	16.66667755	999	999	999	15.74109624	15.65255943	16.17703736	16.61627789	16.17213386	17.32212102	18.82323776	16.83517804	15.88288841	15.54919988	18.67539246	20.61791143	16.60102278	17.68045705	16.87931794	19.01395147
Lin28a	15.96590664	15.65647143	23.17076218	15.88876141	13.80459178	14.10384407	24.93171882	13.87208355	14.04278718	14.99968185	16.79816001	15.12447646	17.54577876	15.60857517	999	14.37481361	16.02051303	999	14.5781057	15.69083444	15.70748425	17.32024757	14.65527537	14.61962184	15.42513353	13.84896904	20.8725085	15.05633282	15.18795426	13.92748545	16.81151302	16.13730854	14.29468857	15.06690625	999	12.92789912	14.20069766	15.35741515	15.60693995	15.96413157	15.85852425	13.6395435	14.56220454	15.17067253	15.34536953	14.30097229	15.31685855	14.97636064	999	14.45061795	14.09025663	999	14.38121736	999	15.17594573	999	14.49178059	24.3911261	13.66967274	13.17203378	23.45764549	23.97209099	13.9360811	24.22487253	14.44317593	14.97611109	13.95478572	14.04202262	999	19.33346389	15.23293692	16.04394822	999	13.80209301	13.75892877	14.86440653	13.89620353	19.09925284	20.27385775	19.47188238	14.23339777	14.83720812	13.97922194	14.48020155	14.68822328	15.07619583	14.72136661	16.40654033	14.36565775	14.48666604	14.78718389	20.59676632	14.91782344	17.89369628	15.17366912	14.7922261
Mbd3	14.75102838	15.54008908	15.08443406	13.9763483	13.74273195	13.37703585	26.26881648	13.73745753	14.39946872	13.5495452	14.2751893	14.6861121	15.92907955	13.94806211	999	13.33444479	14.5138288	999	14.01882819	14.86235274	14.17765606	15.44067935	14.90875939	12.88030018	14.39890769	14.51695023	999	14.76694914	14.31364358	13.82017397	13.5622357	13.40457244	14.67008797	15.84870697	999	12.81377973	13.49526902	13.46725419	13.54396815	14.13625836	15.39520445	13.42573398	14.0960641	13.744223	14.26042489	13.09615664	14.85501738	14.59639823	999	12.44431872	13.57287569	38.18798838	13.4875944	999	14.08390713	999	13.37090536	24.11602585	13.12717234	13.81483007	23.62698758	24.2824085	12.67228039	23.17681609	13.73481866	13.61202947	12.35785432	13.28575333	25.52460706	999	13.51158448	13.62881415	999	13.47686601	13.22380474	14.16766939	11.24590802	999	999	999	14.56135842	13.2330283	13.420233	12.9335165	12.86951306	13.70288574	13.99484131	15.06519447	14.84378075	13.86325264	13.6885044	999	13.25698082	13.88447459	13.6706953	13.40142706
MBP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Mef2a	15.51560417	15.78375488	18.25066863	17.72673114	17.9619493	16.29457227	30.6657741	24.45016919	18.95932987	999	17.54617456	999	999	999	999	16.96132687	17.65797163	999	999	999	16.73229061	17.76152754	999	17.88155718	16.7057217	999	999	17.62302539	999	999	16.99094917	17.34192095	17.87920393	16.71125711	999	17.87562426	16.29768349	17.54516634	999	999	16.57462025	17.65339611	17.63022199	16.36014934	999	999	17.73679667	18.63800074	999	999	999	999	999	999	999	999	17.92477178	999	18.22158847	18.13238835	999	999	999	999	17.33977172	999	999	999	999	999	999	17.37577627	999	999	18.10557447	999	999	999	999	999	999	999	999	999	19.0010827	18.09957372	999	999	999	17.07292371	999	999	999	999	999	999
Mixl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	24.3992411	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Mki67ip	17.18750961	15.4034591	16.65969997	16.39718962	15.1082461	15.72269317	25.33966537	15.70285913	17.23337706	999	16.98980491	999	999	15.96194333	999	17.37792716	19.59933063	999	15.66994045	16.91438733	17.78437176	16.22150604	17.73568622	16.47291154	17.27889061	15.18635865	999	17.48707736	15.76895906	16.0292739	17.32407963	999	16.69931269	18.89158071	999	16.96917068	999	18.23646009	15.66050738	18.70290222	18.74337878	15.95444989	999	16.35027355	16.42955888	16.66708109	16.60479545	17.15871821	999	15.39243481	17.35822914	999	17.36752327	999	16.56568045	999	15.84552108	25.21518218	16.20777523	16.86375699	999	999	17.6662391	25.30801879	15.74350577	17.5974129	14.94718605	16.09657602	999	999	15.51680373	18.00913483	999	17.72552565	16.61784466	16.71581115	16.88392964	999	999	999	15.25099526	17.35628935	15.52465727	16.152134	16.26301144	17.06841805	16.62983051	999	16.85256801	17.88107034	17.54372788	999	16.44449395	18.10743817	16.46670834	17.27484136
Myc	15.96525685	14.17867047	18.33504161	17.18918687	16.0939499	14.52787705	24.15093518	15.55914807	15.44707134	14.11889859	16.54416914	16.78636673	999	15.99204027	999	14.97506407	999	999	13.87903816	13.62056708	16.47592278	999	12.6957961	14.87695602	14.47338092	14.89439506	999	13.74873731	15.95249276	14.31369669	14.15502574	999	14.91924774	999	999	12.54515899	14.44751008	17.32394203	16.49515492	17.04036023	19.83000901	13.77599778	14.6909467	13.51763966	13.00855747	15.22168898	15.52510541	13.71402283	999	11.83023899	13.73051305	999	15.75500057	999	14.91459789	999	12.88141817	25.27959081	14.55187422	16.70102585	25.50342579	23.95611473	14.52594424	23.08565298	13.68831356	15.56973401	13.03354104	13.81849473	999	999	13.24468192	12.8388721	999	15.20299148	13.26005453	14.80633402	11.29778353	999	999	999	15.43062728	13.36445351	14.72763235	14.80399641	13.89856637	14.81911513	11.49789609	17.71132756	12.7234914	14.45880666	13.25672253	25.32394947	13.92863159	20.43523585	13.71961632	16.25935403
Myst3	18.65284806	15.64863473	16.16461972	16.71178547	16.22901619	15.43542807	24.37897413	15.65407454	14.99277723	14.69815748	15.29817599	16.65345481	18.21547717	17.38612115	999	14.92891893	15.96325439	999	15.51014016	15.30918328	14.88249421	15.79093085	16.35075648	14.86225861	15.53250214	13.94760085	999	14.98277008	14.83671483	15.24455329	16.0121676	15.44768802	18.54630644	16.16396735	999	14.85201982	15.78564863	15.85675072	14.28982802	15.69564012	17.51755581	15.26954674	15.08530256	17.64903975	15.52945399	15.76805259	16.75837355	16.03643037	26.26273787	15.17584125	14.64133158	999	15.91170122	999	15.79056986	999	15.11214943	999	15.83140503	15.06679315	26.11720459	26.41416459	14.80635701	24.49268278	14.56313758	14.98442845	15.66770013	14.45960794	999	999	15.96415869	15.19742938	999	15.2021903	15.7885311	15.86027948	14.60373183	999	999	999	14.937892	14.72049771	16.24686433	15.88095625	15.16960936	15.3634071	14.61484895	22.01264344	15.84743943	15.99245298	16.74536338	999	15.69667558	15.40322426	15.37572195	15.91612738
Nanog	999	17.92751415	18.60480737	999	18.28876665	999	999	999	18.89054188	999	16.61401303	17.22746334	16.86114715	14.94153005	999	16.47738646	22.52765972	999	18.99758555	16.71680496	17.77070149	999	999	999	999	999	999	21.50632312	999	999	999	14.5752757	999	999	999	19.61145321	27.40860239	999	999	14.34705259	999	999	999	25.72882565	15.34515008	999	17.28038942	999	999	18.80253764	19.45047318	999	999	17.9918608	999	999	19.99917573	999	999	19.14397008	999	999	18.83374888	999	15.52714523	17.84805372	18.81232614	17.39777383	999	999	16.33929461	15.5198834	999	16.00800927	20.42362162	17.79882446	17.41699765	999	999	999	13.57319116	999	999	25.29299549	16.53202077	999	18.21213396	24.12723153	17.78921638	17.77083394	999	999	17.85685473	15.59368094	999	999
Ncam1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	25.85987634	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Nestin	17.2033306	999	20.31369521	999	999	999	999	999	19.97566028	19.53612812	999	999	999	999	999	20.44652783	19.66525689	999	19.70167853	999	999	999	999	999	999	20.08622584	999	999	999	19.84411205	999	999	999	999	999	999	999	999	19.71973802	999	19.34625197	999	999	999	19.97475205	999	999	25.79299901	999	999	999	999	20.1039043	999	999	999	21.87107819	999	999	999	999	999	999	999	20.31850564	999	20.03713849	20.85078529	999	999	20.54689487	19.99751819	999	999	999	999	999	999	999	999	999	999	999	999	19.23555044	999	999	999	999	999	999	999	999	999	18.69819341	999
Notch1	17.95939312	17.11259061	20.54196317	999	999	19.84768906	999	999	999	18.24192786	19.15609142	18.97961064	20.52176238	999	999	21.63687101	19.45975211	999	18.77623349	999	19.19999424	999	999	999	999	19.06536777	999	17.92248007	18.76815107	999	19.23132747	19.85769881	999	999	999	19.38221287	19.93331888	19.55511719	999	999	18.62082035	999	18.60474091	999	999	22.31016799	19.27324113	19.23182527	999	999	20.69637192	999	999	999	999	999	20.03128754	999	999	999	999	999	999	999	20.33942399	999	999	999	999	999	999	999	999	999	19.68118123	999	20.26352853	999	999	999	18.84200262	999	999	999	999	999	999	999	999	19.24200075	999	999	20.04879556	20.04060146	999	20.80252191
Nr0b1	14.40158539	16.50582205	16.46082998	14.71518788	26.19471199	999	999	16.87901311	16.51158327	12.55154089	15.44179396	999	999	14.47017089	999	12.98938114	14.71276957	999	15.46483901	15.20656777	15.01952025	18.52202004	999	999	14.14169081	15.85056089	999	14.95361553	15.77401282	999	14.05034903	14.74071689	16.32999611	17.09085273	999	17.68751478	999	16.06430333	999	15.66333391	999	16.51319293	17.72639171	15.41152075	15.84737227	15.91006985	13.96113358	15.40785663	999	26.52808333	999	999	16.89076293	999	13.73938589	20.37708216	18.21371103	24.36230519	999	999	999	999	14.93953897	999	16.20877346	13.95679627	14.73969468	14.56355006	999	999	13.10311935	15.58744352	999	15.42984162	14.06522311	15.08850417	12.54771859	999	999	999	999	14.30897321	16.4177466	17.92011829	15.43618357	19.85452239	17.73116065	16.70484637	14.50308522	17.30841648	18.07366953	999	13.81330514	17.67328166	18.81032709	15.68941875
Nr5a2	999	999	24.49171724	23.94897023	21.08916628	999	999	999	999	999	999	999	999	16.88369737	999	19.40753958	999	999	999	23.77646845	999	19.72357463	24.36399658	19.54373542	999	999	999	19.54017009	18.59504936	21.11102842	18.56020433	18.73976272	999	29.06000757	999	999	999	20.57768834	16.95777512	18.08591889	999	999	25.06217241	999	18.97284187	19.68631327	17.47920474	21.75065153	999	999	999	999	999	27.75112803	999	999	18.94890883	999	999	999	999	999	999	999	20.21444848	17.38849361	20.51723276	999	999	999	17.03711	17.78263353	999	999	21.76524543	999	17.78746642	999	999	999	19.77767719	16.94649678	999	28.10377712	19.50600345	999	18.97436062	20.75996821	999	19.87030497	999	999	19.59649328	16.43423285	999	999
Nr6a1	21.63829967	999	19.2255269	21.00725601	999	999	999	18.85165414	999	20.83093458	999	999	999	999	999	999	22.51045252	999	999	19.65190673	999	19.21568308	999	18.38627934	19.92899549	22.7760509	999	32.67032316	999	999	999	999	999	999	999	24.00330594	19.66624637	19.65831832	999	999	19.82567505	19.57839921	999	20.10917565	999	999	20.57139842	19.88549726	999	20.55467257	18.26259675	999	19.91689954	999	999	999	999	999	999	999	999	999	999	999	20.5027559	34.18979465	20.61045203	19.42769094	999	999	18.98627166	999	999	999	999	999	999	999	999	999	24.96152124	19.83277997	20.29168372	999	999	999	999	19.579445	999	999	18.68368648	999	19.93841755	999	18.57343836	19.97901042
Olig1	999	999	999	6.96606374	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20.69472253	999	999
Olig2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	35.5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
