Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-11,65,20,20836,321,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-7.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-10,47,17,20836,445,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-6.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-9.8,1.1e+02,23,20836,165,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-6.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045646,regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-9.3,2.7e+02,33,20836,51,6,4,67,19,14460|14461|20375|21349,Gata1|Gata2|Spi1|Tal1,-6.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-8.6,62,18,20836,278,6,5,83,15,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-5.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0042592 homeostatic process,-8.2,51,16,20836,340,6,5,83,15,14460|14461|17260|20375|21349,Gata1|Gata2|Mef2c|Spi1|Tal1,-5.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-7.9,1.2e+02,22,20836,114,6,4,67,19,12394|14460|14461|21349,Runx1|Gata1|Gata2|Tal1,-5.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030220,platelet formation,19_GO:0032502 developmental process,-7.8,5.2e+02,39,20836,20,6,3,50,20,14460|17260|21349,Gata1|Mef2c|Tal1,-5.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-7.8,43,14,20836,408,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-5.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0060216,definitive hemopoiesis,19_GO:0032502 developmental process,-7.7,4.7e+02,38,20836,22,6,3,50,20,12394|14461|21349,Runx1|Gata2|Tal1,-5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0036344,platelet morphogenesis,19_GO:0032502 developmental process,-7.7,4.7e+02,38,20836,22,6,3,50,20,14460|17260|21349,Gata1|Mef2c|Tal1,-5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-7.7,40,14,20836,430,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-7.4,36,13,20836,481,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-7.4,92,19,20836,151,6,4,67,19,12394|14461|20375|21349,Runx1|Gata2|Spi1|Tal1,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045648,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-7.4,3.7e+02,33,20836,28,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030851,granulocyte differentiation,19_GO:0032502 developmental process,-7.4,3.7e+02,33,20836,28,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0035162,embryonic hemopoiesis,19_GO:0032502 developmental process,-7.2,3.4e+02,32,20836,31,6,3,50,20,12394|14460|21349,Runx1|Gata1|Tal1,-4.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-7.2,33,13,20836,532,6,5,83,15,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-4.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-6.8,27,11,20836,643,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-6.7,26,11,20836,673,6,5,83,15,14460|14461|17260|20375|21349,Gata1|Gata2|Mef2c|Spi1|Tal1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-6.6,25,11,20836,699,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-6.6,25,11,20836,701,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043300,regulation of leukocyte degranulation,19_GO:0002376 immune system process,-6.4,1.8e+02,23,20836,57,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-6.3,22,10,20836,797,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-3.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,,-6.2,1.6e+02,22,20836,66,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-3.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002886,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-6,1.4e+02,20,20836,76,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-5.9,39,12,20836,359,6,4,67,19,12394|14461|20375|21349,Runx1|Gata2|Spi1|Tal1,-3.6
MyList_MCODE_ALL,WikiPathways,27,WP373,IL-3 signaling pathway,,-5.7,1.1e+02,18,20836,99,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.5,90,16,20836,116,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034101,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-5.3,81,15,20836,128,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0008152 metabolic process,-5.3,27,10,20836,518,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-5.3,76,15,20836,137,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-5.3,27,10,20836,519,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-5.2,26,10,20836,531,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-5.2,73,15,20836,142,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002761,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-5.1,69,14,20836,152,6,3,50,20,12394|14461|21349,Runx1|Gata2|Tal1,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-5.1,25,9.6,20836,566,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-5.1,24,9.5,20836,577,6,4,67,19,14460|17260|20375|21349,Gata1|Mef2c|Spi1|Tal1,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903305,regulation of regulated secretory pathway,19_GO:0051179 localization,-5.1,65,14,20836,161,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-5,62,14,20836,167,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-5,23,9.3,20836,603,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-4.9,21,9,20836,648,6,4,67,19,14460|14461|17260|20375,Gata1|Gata2|Mef2c|Spi1,-2.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-8878171,Transcriptional regulation by RUNX1,,-4.8,54,13,20836,193,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-4.6,19,8.3,20836,746,6,4,67,19,12394|14460|14461|17260,Runx1|Gata1|Gata2|Mef2c,-2.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-4.6,47,12,20836,224,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-4.6,18,8.2,20836,758,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0017157,regulation of exocytosis,19_GO:0051179 localization,-4.6,46,12,20836,226,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-4.6,18,8.2,20836,762,6,4,67,19,14460|17260|20375|21349,Gata1|Mef2c|Spi1|Tal1,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.3,36,10,20836,288,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.3,35,10,20836,298,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.2,34,9.8,20836,310,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-4.1,32,9.6,20836,325,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-4.1,32,9.5,20836,327,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-4.1,32,9.5,20836,329,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-4.1,30,9.3,20836,342,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,28,8.9,20836,375,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-3.9,27,8.7,20836,389,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-3.9,27,8.7,20836,390,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.9,26,8.6,20836,395,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-3.7,23,8,20836,453,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.7,23,8,20836,457,6,3,50,20,14461|20375|21349,Gata2|Spi1|Tal1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.7,22,7.9,20836,465,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-3.7,22,7.9,20836,471,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-3.6,22,7.8,20836,481,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-3.5,20,7.5,20836,521,6,3,50,20,12394|14461|20375,Runx1|Gata2|Spi1,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.5,20,7.4,20836,530,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-3.5,19,7.3,20836,535,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-3.4,19,7.2,20836,558,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-3.4,18,7,20836,581,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-3.3,17,6.8,20836,617,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-3.3,16,6.6,20836,643,6,3,50,20,14461|17260|21349,Gata2|Mef2c|Tal1,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-3.3,16,6.6,20836,646,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-3.1,14,6.1,20836,745,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-3,13,6,20836,781,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-12,89,23,20836,234,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-8.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-11,65,20,20836,321,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-7.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-10,47,17,20836,445,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-6.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-9.8,1.1e+02,23,20836,165,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-6.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045646,regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-9.3,2.7e+02,33,20836,51,6,4,67,19,14460|14461|20375|21349,Gata1|Gata2|Spi1|Tal1,-6.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-8.6,62,18,20836,278,6,5,83,15,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-5.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0042592 homeostatic process,-8.2,51,16,20836,340,6,5,83,15,14460|14461|17260|20375|21349,Gata1|Gata2|Mef2c|Spi1|Tal1,-5.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-7.9,1.2e+02,22,20836,114,6,4,67,19,12394|14460|14461|21349,Runx1|Gata1|Gata2|Tal1,-5.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030220,platelet formation,19_GO:0032502 developmental process,-7.8,5.2e+02,39,20836,20,6,3,50,20,14460|17260|21349,Gata1|Mef2c|Tal1,-5.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-7.8,43,14,20836,408,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-5.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0060216,definitive hemopoiesis,19_GO:0032502 developmental process,-7.7,4.7e+02,38,20836,22,6,3,50,20,12394|14461|21349,Runx1|Gata2|Tal1,-5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0036344,platelet morphogenesis,19_GO:0032502 developmental process,-7.7,4.7e+02,38,20836,22,6,3,50,20,14460|17260|21349,Gata1|Mef2c|Tal1,-5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-7.7,40,14,20836,430,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-7.4,36,13,20836,481,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-7.4,92,19,20836,151,6,4,67,19,12394|14461|20375|21349,Runx1|Gata2|Spi1|Tal1,-4.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030851,granulocyte differentiation,19_GO:0032502 developmental process,-7.4,3.7e+02,33,20836,28,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-4.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045648,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-7.4,3.7e+02,33,20836,28,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-4.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0035162,embryonic hemopoiesis,19_GO:0032502 developmental process,-7.2,3.4e+02,32,20836,31,6,3,50,20,12394|14460|21349,Runx1|Gata1|Tal1,-4.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-7.2,33,13,20836,532,6,5,83,15,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-4.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-6.8,27,11,20836,643,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-6.7,26,11,20836,673,6,5,83,15,14460|14461|17260|20375|21349,Gata1|Gata2|Mef2c|Spi1|Tal1,-4.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-6.6,25,11,20836,699,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-6.6,25,11,20836,701,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-4.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0043300,regulation of leukocyte degranulation,19_GO:0002376 immune system process,-6.4,1.8e+02,23,20836,57,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-6.3,22,10,20836,797,6,5,83,15,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-3.9
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,,-6.2,1.6e+02,22,20836,66,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-3.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002886,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-6,1.4e+02,20,20836,76,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-3.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-5.9,39,12,20836,359,6,4,67,19,12394|14461|20375|21349,Runx1|Gata2|Spi1|Tal1,-3.6
MyList_SUB1_MCODE_1,WikiPathways,27,WP373,IL-3 signaling pathway,,-5.7,1.1e+02,18,20836,99,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-3.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.5,90,16,20836,116,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-3.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0034101,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-5.3,81,15,20836,128,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-3.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0008152 metabolic process,-5.3,27,10,20836,518,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-5.3,76,15,20836,137,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-5.3,27,10,20836,519,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-5.2,26,10,20836,531,6,4,67,19,14460|14461|17260|21349,Gata1|Gata2|Mef2c|Tal1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-5.2,73,15,20836,142,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002761,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-5.1,69,14,20836,152,6,3,50,20,12394|14461|21349,Runx1|Gata2|Tal1,-2.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-5.1,25,9.6,20836,566,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-5.1,24,9.5,20836,577,6,4,67,19,14460|17260|20375|21349,Gata1|Mef2c|Spi1|Tal1,-2.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903305,regulation of regulated secretory pathway,19_GO:0051179 localization,-5.1,65,14,20836,161,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-5,62,14,20836,167,6,3,50,20,14460|20375|21349,Gata1|Spi1|Tal1,-2.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-5,23,9.3,20836,603,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-4.9,21,9,20836,648,6,4,67,19,14460|14461|17260|20375,Gata1|Gata2|Mef2c|Spi1,-2.7
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-8878171,Transcriptional regulation by RUNX1,,-4.8,54,13,20836,193,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-2.6
