index,Accession,Chromosome,End,Start,Strand,MURK_gene,Δm,scaled Δm,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_r2,scaling,velocity_genes,fit_vars,fit_varu,fit_gamma,fit_beta,fit_offset,fit_a,fit_t,fit_h,fit_intercept,fit_loss,fit_llf,fit_sr2,fit_ur2
Mgat4b,ENSMUSG00000036620,11,50235103,50210890,+,False,,,0.026,0.19130307,0.31277794,0.4079725672288595,True,0.015043071,-0.13229262828826904,0.07797989,False,0.023656785,0.001253438,0.015043069,12.823818,0.0,1.0,0.5,1.0489366,0.0,0.24839085,17858.186,-22.992613,-7.99689
Hnrnph1,ENSMUSG00000007850,11,50386528,50376990,+,False,,,0.0334,0.94315225,0.4338841,0.5596567808464655,True,0.0064052804,-0.02199685573577881,0.025115987,False,0.3559637,0.0015117722,0.006405281,39.815277,0.0,1.0,0.5,3.8067873,0.0,3.2662203,16163.879,-9.446005,-6.2263913
Skp1a,ENSMUSG00000036309,11,52246858,52231995,+,False,,,0.0005,1.3630544,0.40871084,0.20042678976975495,True,0.022308903,0.07754892110824585,0.05418266,True,0.24223122,0.0016511835,0.7483139,169.03088,-0.60868585,1.4503027,0.24263617,4.2946653,0.07090091,0.5624451,17511.793,0.60186064,0.075586796
Zcchc10,ENSMUSG00000018239,11,53333301,53324679,+,False,,,-0.0003,0.8566465,0.29003567,0.18518255624245483,True,0.0123705715,-0.004890799522399902,0.04862455,False,0.13040042,0.0029426184,0.01237057,20.565742,0.0,1.0,0.5,2.9215791,0.0,1.7618877,12636.469,-10.945776,-8.363067
Fnip1,ENSMUSG00000035992,11,54518235,54438199,+,False,,,-0.0102,0.052576013,0.30762678,0.3872168189282524,True,1.455956,-1.460831880569458,1.547008,False,0.002064079,0.15389001,1.4559559,0.64640903,0.0,1.0,0.5,0.57126945,0.0,0.4652104,-35339.504,-130.33255,-246.49265
G3bp1,ENSMUSG00000018583,11,55504838,55469685,+,False,,,0.0509,2.3650105,0.91441953,0.9091048016050296,True,0.014560419,0.26652973890304565,0.026395861,True,1.9416447,0.0042832885,9.100625,760.3813,-1.7954254,2.5680242,0.32901523,14.394859,0.042116202,6.148822,12832.908,0.7814128,0.30781752
Llgl1,ENSMUSG00000020536,11,60714186,60699723,+,False,,,-0.0109,0.04733299,0.28204343,0.28413276167181506,True,0.24568604,-0.21907269954681396,0.54723686,False,0.0021908432,0.009721031,0.24568605,1.8273623,0.0,1.0,0.5,0.45727435,0.0,0.032545466,8799.068,-75.065155,-14.826329
Ubb,ENSMUSG00000019505,11,62553213,62551171,+,False,,,0.1963,2.9311976,1.3825023,0.9007901349786084,True,0.00030330563,0.036994993686676025,0.0021821335,False,24.996231,0.00076264655,0.00030330548,458.2671,0.0,1.0,0.5,33.56912,0.0,207.70013,19846.074,-7.0653934,-6.4460163
2410006H16Rik,ENSMUSG00000086841,11,62604807,62602877,+,False,,,-0.0266,1.3264773,0.6699968,1.1658710462033142,True,0.05496505,0.2588801980018616,0.094097875,True,0.29663825,0.005414979,21.165167,449.48663,-0.90699905,3.7855687,0.4350734,4.4845905,0.030113375,0.6115607,11683.303,0.6373474,0.25247544
Mmgt2,ENSMUSG00000048497,11,62666354,62648664,+,False,,,-0.0016,0.07679628,0.23281164,0.08576114189576134,True,0.121094875,-0.09527087211608887,0.30121183,False,0.0034085214,0.003094881,0.12109487,3.3199227,0.0,1.0,0.5,0.498764,0.0,0.03706415,14003.885,-42.026764,-8.655116
Aurkb,ENSMUSG00000020897,11,69051664,69045647,+,False,,,0.1542,0.7372715,0.29452607,0.21218451136894298,True,0.012812859,-0.04467594623565674,0.044768397,False,0.20392418,0.0024460037,0.012812858,22.337187,0.0,1.0,0.5,2.8670924,0.0,1.7161975,13589.863,-12.791208,-7.0564785
Trp53,ENSMUSG00000059552,11,69591873,69580359,+,False,,,0.0709,1.2607406,0.41817743,0.23540556730919573,True,0.0071314825,-0.1126488447189331,0.02818737,False,0.6767993,0.0045537855,0.007131481,35.476883,0.0,1.0,0.5,5.596116,0.0,7.8576026,10712.846,-9.657571,-8.672263
Fxr2,ENSMUSG00000018765,11,69653297,69632990,+,False,,,0.0392,0.283601,0.21717791,0.022767510648620738,True,0.03216911,-0.05689692497253418,0.117274635,False,0.0165869,0.0022613993,0.03216911,8.526993,0.0,1.0,0.5,0.9945726,0.0,0.20777549,14674.646,-17.544231,-8.282227
Phf23,ENSMUSG00000018572,11,70000009,69995777,+,False,,,0.0473,0.57467157,0.2413588,0.06163160531494256,True,0.016038643,0.00869971513748169,0.09482289,False,0.03922832,0.004034817,0.016038643,10.545977,0.0,1.0,0.5,1.6988182,0.0,0.5628467,11879.302,-14.282971,-10.18656
Rabep1,ENSMUSG00000020817,11,70943105,70844778,+,False,,,0.0472,0.30932063,0.21833101,0.027413729408733552,True,0.38574442,-0.7929601669311523,0.44388568,False,0.019630969,0.038301457,0.38574442,2.2528322,0.0,1.0,0.5,1.0898511,0.0,0.20737627,1754.8374,-19.55312,-7.6630936
Ube2g1,ENSMUSG00000020794,11,72686481,72607283,+,False,,,0.0224,0.79347575,0.32334572,0.385484436770989,True,0.16251884,-0.40766143798828125,0.23153344,False,0.11447668,0.070921294,0.16251886,4.319031,0.0,1.0,0.5,3.0363684,0.0,2.0441349,-3615.8755,-22.138027,-14.715775
P2rx1,ENSMUSG00000020787,11,73015200,72999103,+,False,,,0.06,0.06470005,0.3191631,0.4337006215966904,True,0.09440235,0.33371394872665405,0.1586677,True,0.0074575874,0.00019587825,0.77518755,7.9670753,-0.33901286,0.27512997,-0.8120567,0.68341786,0.03802938,0.0077805365,27973.434,0.20730108,0.17468911
Tsr1,ENSMUSG00000038335,11,74909342,74898071,+,False,,,0.0323,0.5788664,0.24765593,0.1005101470047206,True,0.0034075056,0.0008543133735656738,0.03187225,False,0.054493308,0.00059415953,0.0034075063,31.375256,0.0,1.0,0.5,1.9032967,0.0,0.6992222,21568.555,-13.870876,-8.042484
Prpf8,ENSMUSG00000020850,11,75509449,75486816,+,False,,,0.0675,0.6073807,0.24404135,0.07819371521884279,True,0.03602824,0.023872971534729004,0.089643836,True,0.070015095,0.00076943997,0.08767588,234.7071,-0.6507209,2.5713007,0.42611372,1.7412378,0.03583603,0.095748916,21259.146,0.301036,0.044327796
Scarf1,ENSMUSG00000038188,11,75526582,75513540,+,False,,,0.0455,0.020196967,0.40312657,0.7720179739590645,True,0.36668295,0.5164433121681213,0.48928863,True,0.0027303123,0.00069235417,4.0491548,5.4808807,-0.05574394,0.40942863,-1.4819221,0.41398814,0.01735304,0.002891999,21777.207,0.2732839,0.23029494
Pitpna,ENSMUSG00000017781,11,75628804,75588097,+,False,,,0.0784,0.7124395,0.25943023,0.001144249357765671,True,0.06267186,0.07210612297058105,0.12190499,True,0.04492841,0.0016107978,1.7719994,14.9928465,0.23386985,0.602983,-0.8305826,2.5831275,0.03190777,0.108392365,17633.371,0.64901364,0.15322727
Myo1c,ENSMUSG00000017774,11,75673910,75650504,+,False,,,0.0488,0.09019816,0.36001685,0.5983142495411456,True,0.1509196,-0.036893486976623535,0.22896582,False,0.019965053,0.013853867,0.15091962,4.367464,0.0,1.0,0.5,1.3686923,0.0,0.27369273,6898.0537,-85.67013,-14.873362
Ywhae,ENSMUSG00000020849,11,75765845,75732869,+,False,,,0.0064,2.4986115,0.9755604,0.28604479937200505,True,0.019857783,-0.0736548900604248,0.032010145,False,7.0492477,0.06103199,0.019857785,31.240095,0.0,1.0,0.5,22.065224,0.0,153.556,-7947.8413,-11.186644,-16.449135
Nufip2,ENSMUSG00000037857,11,77741921,77686155,+,False,,,-0.0089,0.04310052,0.25610316,0.17961058193702695,True,1.8189722,-1.279639720916748,1.7824951,False,0.0018161312,0.055989325,1.8189721,0.5610114,0.0,1.0,0.5,0.35365477,0.0,0.25202522,-65059.887,-44.07937,-123.13718
Myo18a,ENSMUSG00000000631,11,77865980,77763246,+,False,,,0.0138,0.04966247,0.24233282,0.12412518448738848,True,0.3352722,-0.4363008737564087,0.5643375,False,0.0025316253,0.008220059,0.3352722,1.7719893,0.0,1.0,0.5,0.41541705,0.0,0.026283076,9545.054,-45.48454,-8.70143
Tlcd1,ENSMUSG00000019437,11,78181909,78176711,+,False,,,0.0742,0.6273818,0.38633686,0.7642662783611175,True,0.2807072,-0.6714987754821777,0.28267395,False,0.104955316,0.07420808,0.28070724,3.5376446,0.0,1.0,0.5,2.2054102,0.0,1.4142452,-3728.732,-10.751519,-9.03077
Rab34,ENSMUSG00000002059,11,78192193,78188430,+,False,,,0.0728,0.23014882,0.51042455,1.2043581672360124,True,0.019464985,0.16461342573165894,0.043830536,True,0.04159611,0.00015976296,6.8405,218.33618,-0.111951314,1.7832015,-0.3749379,1.5978856,0.0024536843,0.083161525,28973.598,0.5760253,0.15508062
Unc119,ENSMUSG00000002058,11,78349164,78343482,+,False,,,0.0387,0.49582046,0.5485845,1.9584472551443894,True,0.0019388674,0.038214683532714844,0.012148776,False,0.18756485,0.0006992806,0.0019388675,82.31282,0.0,1.0,0.5,5.5895715,0.0,5.430719,21010.744,-138.16377,-32.90697
Nf1,ENSMUSG00000020716,11,79581612,79339693,+,False,,,0.005,0.02417726,0.21208198,0.0022342774575981553,True,1.5937895,-1.2829248905181885,1.8322834,False,0.00080254674,0.030867219,1.5937893,0.5457671,0.0,1.0,0.5,0.22698264,0.0,0.082136095,-35791.977,-51.67152,-106.702835
Suz12,ENSMUSG00000017548,11,80034123,79993106,+,False,,,-0.0144,0.41657707,0.24523665,0.08557349250253075,True,0.34324697,-0.2301698923110962,0.48159623,False,0.021701276,0.07184681,0.34324697,2.0764282,0.0,1.0,0.5,1.3974853,0.0,0.32611635,-1263.302,-22.373978,-9.868941
Atad5,ENSMUSG00000017550,11,80135794,80089400,+,False,,,-0.0377,0.17244887,0.25330672,0.16834276743209264,True,1.0084896,-0.3964427709579468,1.0558153,False,0.0074380636,0.15281865,1.0084896,0.9471353,0.0,1.0,0.5,0.93584466,0.0,0.45713225,-16165.085,-57.84575,-51.581345
Synrg,ENSMUSG00000034940,11,84044578,83964428,+,False,,,-0.0098,0.043949734,0.26401493,0.21148980412642124,True,0.34798828,-0.4231463670730591,0.74324197,False,0.0015214607,0.012313998,0.34798828,1.3454568,0.0,1.0,0.5,0.3443604,0.0,0.023220979,7446.8525,-55.580395,-14.457411
Car4,ENSMUSG00000000805,11,84966044,84957786,+,False,,,0.0477,0.50307107,1.599263,8.445349595477357,True,0.007820897,0.3325016498565674,0.013716689,False,1.500412,0.0022112045,0.007820898,72.90389,0.0,1.0,0.5,9.176311,0.0,14.050046,15119.257,-44.180603,-8.414893
Ppm1d,ENSMUSG00000020525,11,85347066,85311244,+,False,,,-0.0463,0.26430035,0.21992669,0.033843251263765285,True,0.09095473,-0.10288691520690918,0.28581184,False,0.012809396,0.009236061,0.09095472,3.4988053,0.0,1.0,0.5,0.8491814,0.0,0.13428333,8141.997,-25.880802,-11.6539755
Sept4,ENSMUSG00000020486,11,87590539,87568903,+,False,,,0.0466,0.11187524,0.30054674,0.35868889284154803,True,0.061781432,0.053129613399505615,0.16794702,True,0.013313367,0.00026683087,6.5690484,149.65121,-0.0771643,9.040537,0.47042033,0.29336676,0.0049832403,0.009460005,26456.422,-0.24819958,0.11302918
Trim25,ENSMUSG00000000275,11,89020293,88999376,+,False,,,0.0107,0.13241696,0.22634774,0.059715886415157876,True,0.19656222,-0.2483593225479126,0.39409506,False,0.00600037,0.009995618,0.19656223,2.537459,0.0,1.0,0.5,0.66342175,0.0,0.067689285,8421.182,-33.96354,-8.332267
Spag9,ENSMUSG00000020859,11,94126085,93996091,+,False,,,0.0094,0.09285357,0.21073481,-0.003193926404303286,True,0.6076234,-0.8537453413009644,0.7130739,False,0.0038949251,0.01913564,0.6076234,1.4023792,0.0,1.0,0.5,0.4794133,0.0,0.047069605,4257.682,-31.109077,-9.796179
Gngt2,ENSMUSG00000038811,11,95845734,95837216,+,False,,,0.0542,0.10470954,0.7674414,2.2399665433141163,True,0.0058291494,0.01662302017211914,0.021740649,False,0.09356117,0.00078364444,0.00582915,45.996788,0.0,1.0,0.5,3.50081,0.0,1.9291556,20366.648,-149.88644,-26.655792
Skap1,ENSMUSG00000057058,11,96759130,96464593,+,False,,,0.09,0.17475177,0.42319018,0.8528610876232913,True,0.36308637,0.3916316032409668,0.6276195,True,0.017155789,0.009962944,3.8729796,3.0051968,-0.0422457,2.3232768,-0.33844692,1.2876493,0.08807822,0.025292758,8691.195,0.63988113,0.4733848
Cbx1,ENSMUSG00000018666,11,96808640,96789127,+,False,,,0.0227,0.5708983,0.26580766,0.2125791697549072,True,0.04503779,-0.03298592567443848,0.1089203,False,0.06614566,0.008240805,0.04503779,9.1810255,0.0,1.0,0.5,2.1795325,0.0,0.99138445,7525.959,-19.664757,-10.35624
2410003L11Rik,ENSMUSG00000085860,11,97622893,97598511,+,False,,,0.0069,0.06373014,0.3218484,0.44452052387348107,True,0.12419489,-0.08750736713409424,0.3722115,False,0.001825057,0.0023883318,0.124194905,2.6866446,0.0,1.0,0.5,0.32592264,0.0,0.018487124,15345.211,-28.934074,-7.3683786
Cdk12,ENSMUSG00000003119,11,98278504,98203059,+,False,,,0.062,0.5543228,0.33865115,0.6623158522180463,True,0.17984515,-0.18924546241760254,0.24474996,False,0.07591987,0.046684798,0.17984515,4.0858026,0.0,1.0,0.5,2.333004,0.0,1.0497304,-591.24756,-22.744663,-9.825116
Stard3,ENSMUSG00000018167,11,98381112,98358368,+,False,,,0.0043,0.13607535,0.21175492,0.0009164188120853662,True,0.027070463,-0.04528999328613281,0.13618347,False,0.009763688,0.0021158676,0.027070465,7.343035,0.0,1.0,0.5,0.8699066,0.0,0.13173173,15535.977,-63.526222,-16.473532
Cdc6,ENSMUSG00000017499,11,98923940,98907801,+,False,,,-0.0658,0.628993,0.34935075,0.5418593281721793,True,0.02343573,0.08224964141845703,0.07901627,True,0.12428873,0.0006315687,17.095062,281.8432,-0.48701727,1.6020083,0.5005798,1.4642133,-0.031298716,0.10115509,22228.16,-0.1426307,0.07012683
Igfbp4,ENSMUSG00000017493,11,99054392,99041244,+,False,,,0.0945,0.49105257,1.6150796,8.543002039533926,True,0.0019859637,0.16812151670455933,0.0046780226,False,2.2911148,0.00035592404,0.0019859634,213.76553,0.0,1.0,0.5,10.748615,0.0,19.27455,24134.229,-46.96127,-8.730211
Ifi35,ENSMUSG00000010358,11,101458698,101448407,+,False,,,-0.0162,0.2397135,0.27595124,0.25958525023022555,True,0.044771444,-0.009889364242553711,0.08948057,False,0.075124025,0.002277478,0.04477144,11.175611,0.0,1.0,0.5,1.1631527,0.0,0.3684774,14483.891,-12.533227,-5.19123
Rnd2,ENSMUSG00000001313,11,101471853,101464999,+,False,,,0.1441,0.738638,0.9170351,3.955490641603736,True,0.0010376194,0.03175818920135498,0.0054215323,False,0.929656,0.00012049576,0.0010376194,184.44969,0.0,1.0,0.5,5.020927,0.0,4.8929024,29408.062,-13.245099,-3.7389603
Itgb3,ENSMUSG00000020689,11,104670476,104608000,+,False,,,0.0026,0.08149087,0.39203668,0.7273330252256378,True,0.1263067,0.04311436414718628,0.21640499,True,0.011361627,0.00051746005,0.12893629,27.579739,-0.44422272,0.1659895,-0.77475846,0.7144413,0.024330305,0.0110494895,23206.102,-0.024016261,0.004099369
Ddx42,ENSMUSG00000020705,11,106249139,106216926,+,False,,,0.0403,0.4713359,0.23472328,0.020663836394156972,True,0.13495551,-0.03528106212615967,0.25829598,False,0.033458114,0.020836558,0.13495553,3.8715274,0.0,1.0,0.5,1.538473,0.0,0.4271748,3265.4175,-18.65186,-9.311558
Rpl38,ENSMUSG00000057322,11,114672331,114668524,+,False,,,-0.085,1.9516231,0.58350605,0.24657476011097174,True,0.2381133,-0.9308978319168091,0.2663956,False,0.75520706,0.96493816,0.2381133,3.753816,0.0,1.0,0.5,9.388338,0.0,35.423332,-21629.332,-7.3805656,-29.897879
1810032O08Rik,ENSMUSG00000020812,11,116675799,116671660,+,False,,,-0.0036,0.25793612,0.2453957,0.1364666073772339,True,0.07259401,-0.1219625473022461,0.18826737,False,0.013989955,0.00463145,0.07259402,5.311595,0.0,1.0,0.5,0.9226998,0.0,0.167366,11072.066,-19.840017,-8.307611
Mfsd11,ENSMUSG00000020818,11,116875635,116852440,+,False,,,0.02,0.042537425,0.2198049,0.03335252919397732,True,0.41065362,-0.47562289237976074,0.78568894,False,0.0014643818,0.012392141,0.4106536,1.2727684,0.0,1.0,0.5,0.35627383,0.0,0.022862967,6938.768,-68.33527,-16.180006
Snhg20,ENSMUSG00000086859,11,117078955,117076790,+,False,,,-0.0426,0.21852332,0.24110332,0.11917113114367076,True,0.08770357,-0.045499444007873535,0.26610047,False,0.009364843,0.007171018,0.08770357,3.7579792,0.0,1.0,0.5,0.79653645,0.0,0.11795588,9496.443,-27.7485,-10.849816
Sept9,ENSMUSG00000059248,11,117362325,117199661,+,False,,,0.0817,0.35037878,0.67378616,2.7314438506236134,True,0.008469361,0.10483211278915405,0.023528099,False,0.25327587,0.00051204104,0.00846936,42.502373,0.0,1.0,0.5,2.4870675,0.0,1.1588136,22017.137,-14.758195,-3.4117627
Tnrc6c,ENSMUSG00000025571,11,117763439,117654289,+,False,,,0.0163,0.10719156,0.21010178,-0.005744624430576661,True,1.121706,-1.0394768714904785,1.1827711,False,0.0035898834,0.052368887,1.121706,0.84547216,0.0,1.0,0.5,0.45533544,0.0,0.120018475,-10278.895,-25.61452,-27.04661
6030468B19Rik,ENSMUSG00000025573,11,117807301,117797660,+,False,,,-0.0647,0.24165025,0.33158773,0.4837636392442304,True,0.18803874,0.598667174577713,0.2235882,True,0.024661815,0.0018479645,16.097404,110.04476,0.008098087,8.243194,1.1662474,1.8507997,0.0011408117,0.036965445,16959.307,0.75472903,0.63811255
Bahcc1,ENSMUSG00000039741,11,120292296,120232947,+,False,,,0.0282,0.028695295,0.23403394,0.09068619502417163,True,0.8255015,0.25062763690948486,1.0276135,True,0.0014418567,0.0014862007,5.6629953,3.3743243,-0.028522437,0.63560873,-1.2945065,0.494234,0.029135019,0.0014074008,18028.463,0.4155817,0.42973477
Ccdc137,ENSMUSG00000049957,11,120464358,120458115,+,False,,,0.0008,0.12108993,0.21153903,4.6532436569885265e-05,True,0.8387739,-0.4348459243774414,0.9523492,False,0.004119113,0.04261472,0.8387739,1.050035,0.0,1.0,0.5,0.5902582,0.0,0.111518376,-5181.176,-35.490086,-19.416521
Mrpl12,ENSMUSG00000039640,11,120489065,120484613,+,False,,,0.1024,2.447809,0.7395471,0.38314953867663015,True,0.00042793158,0.016822516918182373,0.003667439,False,5.152321,0.00065956876,0.00042793152,272.66983,0.0,1.0,0.5,17.24773,0.0,61.59595,20758.555,-3.9247546,-6.713098
Slc16a3,ENSMUSG00000025161,11,120960868,120948480,+,False,,,0.0312,1.4392629,1.0250396,2.4777439058432464,True,0.0025233526,0.07832950353622437,0.008698511,False,2.1810436,0.00080612756,0.0025233529,114.962204,0.0,1.0,0.5,8.379762,0.0,14.850971,19097.348,-7.2563314,-3.867529
Mycn,ENSMUSG00000037169,12,12941914,12936093,-,False,,,0.0682,0.2726747,0.7985783,2.3654278391705237,True,0.0014766165,0.019653022289276123,0.009386353,False,0.15087795,8.878655e-05,0.0014766164,106.53765,0.0,1.0,0.5,2.5435135,0.0,1.1630864,31100.096,-29.8972,-6.6783724
Ywhaq,ENSMUSG00000076432,12,21417637,21390071,-,False,,,0.0949,1.8900405,0.6843779,0.5489603112898115,True,0.013961152,-0.025016427040100098,0.027877513,False,2.684702,0.014411912,0.013961151,35.871204,0.0,1.0,0.5,11.263927,0.0,37.422115,1883.7559,-7.852783,-10.454469
Id2,ENSMUSG00000020644,12,25097140,25093799,-,False,,,-0.0265,0.14863165,1.5665132,5.4596989363112565,True,0.009633929,-0.0036056041717529297,0.042899027,False,0.07622337,0.005108354,0.0096339295,23.310553,0.0,1.0,0.5,4.4958806,0.0,3.1661005,11279.334,-356.61798,-64.72602
Acp1,ENSMUSG00000044573,12,30911589,30893326,-,True,-0.0028567498503261,0.023781288,-0.0452,1.6399598,0.5058987,0.10646757938174367,True,0.0019643616,0.06955593824386597,0.010549313,False,2.747281,0.0015886956,0.0019643619,94.7929,0.0,1.0,0.5,8.348889,0.0,17.660751,16537.445,-7.8509436,-8.045345
Bcap29,ENSMUSG00000020650,12,31634658,31590967,-,False,,,-0.0055,0.33354908,0.24929519,0.1106309712794975,True,0.099917,-0.2389206886291504,0.24271622,False,0.018773317,0.011481172,0.09991701,4.1200376,0.0,1.0,0.5,1.0364704,0.0,0.24810508,6655.135,-14.718412,-9.059937
Hbp1,ENSMUSG00000002996,12,31950535,31926254,-,False,,,-0.0023,0.15466966,0.21600303,0.018033510698488346,True,0.04169483,-0.05203890800476074,0.1651855,False,0.009010553,0.002269061,0.04169483,6.0538,0.0,1.0,0.5,0.7049534,0.0,0.09725765,15119.786,-31.782417,-10.632718
Tspan13,ENSMUSG00000020577,12,36042500,36014557,-,False,,,0.0073,0.31524277,0.25262013,0.13115919972356838,True,0.02180213,-0.007485389709472656,0.11015052,False,0.018858254,0.0022810963,0.021802127,9.078486,0.0,1.0,0.5,1.1140561,0.0,0.23061879,14813.596,-20.373405,-8.513951
Bzw2,ENSMUSG00000020547,12,36158080,36091835,-,False,,,0.0998,1.4564869,0.5351566,0.667640345126284,True,0.036308236,0.009531199932098389,0.05756257,False,1.0035172,0.018754179,0.036308233,17.3724,0.0,1.0,0.5,6.4161463,0.0,13.699879,-1383.9385,-5.719888,-9.042565
Ifrd1,ENSMUSG00000001627,12,40248504,40201567,-,False,,,0.0594,0.8881855,0.45252037,1.1622446278142284,True,0.05149991,-0.11044061183929443,0.086484514,False,0.22531986,0.012351557,0.051499903,11.562763,0.0,1.0,0.5,3.500903,0.0,3.1684191,3128.2256,-10.932342,-8.560747
Dnajb9,ENSMUSG00000014905,12,44210326,44205559,-,False,,,-0.0522,0.16307233,0.28749487,0.30609847340694646,True,0.032942086,0.018664777278900146,0.12731206,True,0.0071226005,0.00013936598,2.1517258,17.855188,0.021659676,0.30725357,-1.4955631,0.5531642,-0.0040438077,0.008598399,29643.902,0.2275967,0.06751925
Prkd1,ENSMUSG00000002688,12,50649098,50341231,-,False,,,0.0032,0.02607192,0.2239447,0.0500331768462816,True,2.2044399,-0.9063096046447754,2.3645065,False,0.00078839064,0.07418227,2.2044399,0.42292124,0.0,1.0,0.5,0.30115077,0.0,0.311656,-111523.945,-78.84114,-346.85028
Hectd1,ENSMUSG00000035247,12,51829536,51743722,-,False,,,0.0043,0.5792347,0.24254225,0.06893824262555152,True,0.13521664,-0.0143965482711792,0.3381693,False,0.040017784,0.04489699,0.13521662,2.9570987,0.0,1.0,0.5,1.7300559,0.0,0.5014447,-57.601562,-20.424288,-12.049783
Heatr5a,ENSMUSG00000035181,12,51971321,51875871,-,False,,,-0.0018,0.055054322,0.22827525,0.06748248030886674,True,1.4441162,-2.0734379291534424,1.3533586,False,0.0018613264,0.060481727,1.444116,0.73890245,0.0,1.0,0.5,0.42051712,0.0,0.20919469,-26341.23,-56.220787,-95.33369
Egln3,ENSMUSG00000035105,12,54203860,54178981,-,False,,,0.0465,0.09328726,0.36624822,0.6234225518957194,True,0.10630444,0.21289366483688354,0.18877095,True,0.00647867,0.0003415079,5.420141,26.500967,-0.052962933,0.74952835,-1.0105383,0.91158026,0.0051078782,0.009583639,25245.469,0.48839802,0.24420673
Sptssa,ENSMUSG00000044408,12,54656573,54645392,-,False,,,0.0123,0.63315445,0.6153565,2.1414199317159586,True,0.061672907,0.3570324182510376,0.07803651,True,0.11287276,0.0017560833,4.476526,52.129128,-0.12102329,1.4577714,-0.44366318,4.0244784,0.035367634,0.28837,17209.576,0.74719155,0.35440105
Snx6,ENSMUSG00000005656,12,54795703,54746349,-,False,,,0.0578,0.69726336,0.333631,0.4473325034278433,True,0.13777646,-1.106820821762085,0.15555127,False,0.17791653,0.03775779,0.13777645,6.4287486,0.0,1.0,0.5,2.8413188,0.0,2.761228,-1623.3135,-14.208981,-12.444867
Cfl2,ENSMUSG00000062929,12,54862877,54858809,-,False,,,0.0546,0.418302,0.596671,2.255333721867882,True,0.050293975,-0.9065654277801514,0.07023043,False,0.26326513,0.0071322625,0.05029397,14.238842,0.0,1.0,0.5,2.9363246,0.0,2.3872695,7137.144,-19.85971,-8.001658
Slc25a21,ENSMUSG00000035472,12,57197472,56712634,-,True,0.6738449950623913,0.33530295,-0.0816,0.2146131,0.2320153,0.08255238515360933,True,3.7488725,0.46116286516189575,3.6251245,False,0.07643157,8.38472,3.7488728,0.2758526,0.0,1.0,0.5,1.2331208,0.0,16.094593,-143248.16,-15.337593,-268.52786
Mis18bp1,ENSMUSG00000047534,12,65172604,65132734,-,False,,,0.1171,0.39903003,0.31352288,0.5071735493220603,True,0.049502607,-0.1333085298538208,0.09515423,False,0.07692492,0.0047308714,0.049502607,10.5092535,0.0,1.0,0.5,1.7585815,0.0,0.73691434,10332.26,-17.83524,-8.081946
Rps29,ENSMUSG00000034892,12,69159186,69157722,-,False,,,-0.0898,2.4986618,0.8601295,0.10477797398803698,True,0.007938813,0.09692120552062988,0.028112577,False,2.7250843,0.030443612,0.007938814,35.571266,0.0,1.0,0.5,17.377834,0.0,66.87756,-403.1084,-6.473674,-14.117435
Zfp36l1,ENSMUSG00000021127,12,80113013,80107754,-,False,,,0.0201,0.096278764,0.2669462,0.22330087732307727,True,0.07533705,-0.0008349418640136719,0.17546383,False,0.0103773475,0.0030151107,0.07533705,5.6991806,0.0,1.0,0.5,0.84497356,0.0,0.11099905,13902.068,-49.576954,-9.888999
Actn1,ENSMUSG00000015143,12,80260371,80167547,-,False,,,0.0757,0.50768536,0.5378684,1.892285663496822,True,0.05817904,0.3443859815597534,0.07605619,True,0.090720564,0.0010677378,8.752843,162.3476,-0.4285565,2.2150216,0.037397403,2.022356,0.021103447,0.18458499,19651.27,0.6925797,0.37456185
Dcaf5,ENSMUSG00000049106,12,80436601,80335848,-,False,,,0.0255,0.03604763,0.22189651,0.04178036402180767,True,0.7315548,-0.870984673500061,1.081391,False,0.0011649467,0.014657205,0.7315548,0.92473495,0.0,1.0,0.5,0.27087218,0.0,0.023459049,2518.999,-41.06556,-17.726852
Erh,ENSMUSG00000021131,12,80644341,80634022,-,False,,,0.1019,1.2656956,0.46366084,0.4034654859524916,True,0.046836708,0.1660226583480835,0.10133897,True,0.26041788,0.0034919472,3.5634606,88.65959,-0.17949684,0.93302846,0.132445,3.399731,0.042122852,0.34003627,13836.179,0.36103106,0.16586727
Npc2,ENSMUSG00000021242,12,84773152,84754562,-,False,,,0.0303,1.2155585,0.5522653,1.1144883779672503,True,0.008712086,0.12199336290359497,0.027138101,False,0.75653744,0.0031283612,0.008712087,36.84856,0.0,1.0,0.5,5.7385964,0.0,6.418899,11867.496,-10.176135,-5.8464146
Nek9,ENSMUSG00000034290,12,85339362,85299514,-,False,,,-0.0092,0.061204948,0.28125244,0.28094561999697293,True,0.4244045,-0.7361702919006348,0.74743134,False,0.0023775846,0.024607936,0.42440447,1.3379155,0.0,1.0,0.5,0.49543324,0.0,0.049064312,3695.0664,-67.659744,-18.41497
Gtf2a1,ENSMUSG00000020962,12,91590487,91555262,-,False,,,0.0002,0.13186423,0.2280047,0.06639230037235137,True,0.11627833,-0.23468005657196045,0.28931466,False,0.005332008,0.005026475,0.11627831,3.4564443,0.0,1.0,0.5,0.59618574,0.0,0.06846184,11361.372,-26.233358,-8.536509
