Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-5.3,70,14,20836,224,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-5.3,67,14,20836,234,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-2.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-4.7,44,11,20836,359,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-2.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-4.5,38,11,20836,408,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-4.5,36,10,20836,430,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-4.3,32,9.7,20836,481,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-4.2,30,9.3,20836,521,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-4.2,29,9.2,20836,532,4,3,75,22,12394|12606|21349,Runx1|Cebpa|Tal1,-1.7
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-4.2,29,9.1,20836,543,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-3.9,24,8.3,20836,643,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-3.8,22,8,20836,699,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.5
