_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.3880485723501925,GO:0071219,M1,1,0,GO Biological Processes,19,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3880485723501925,11.187114093959732,6.139040657294407,20836,298,25,4,16.0,7.332121111929343,17260|20375|20846|22038,Mef2c|Spi1|Stat1|Plscr1,-0.7776952857156605,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.3831174523455743,GO:0010720,M1,1,0,GO Biological Processes,19,positive regulation of cell development,19_GO:0032502 developmental process,-3.3831174523455743,7.646238532110091,5.449325271141918,20836,545,25,5,20.0,8.0,12192|14025|14582|20375|24136,Zfp36l1|Bcl11a|Gfi1b|Spi1|Zeb2,-0.7776952857156605,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.2563535048078815,GO:0071396,M1,1,0,GO Biological Processes,19,cellular response to lipid,19_GO:0050896 response to stimulus,-3.2563535048078815,7.172461273666093,5.229986867866984,20836,581,25,5,20.0,8.0,12192|17260|20375|20846|22038,Zfp36l1|Mef2c|Spi1|Stat1|Plscr1,-0.7043364406860514,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.246122603359428,GO:0071216,M1,1,0,GO Biological Processes,19,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-3.246122603359428,10.257723076923078,5.830056062998859,20836,325,25,4,16.0,7.332121111929343,17260|20375|20846|22038,Mef2c|Spi1|Stat1|Plscr1,-0.7043364406860514,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.2401226791745708,GO:0071560,M1,1,0,GO Biological Processes,19,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.2401226791745708,18.250510948905106,7.021143454718734,20836,137,25,3,12.0,6.499230723708768,12192|17260|20375,Zfp36l1|Mef2c|Spi1,-0.7043364406860514,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.1947973008221604,GO:0071559,M1,1,0,GO Biological Processes,19,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-3.1947973008221604,17.60788732394366,6.882664841531613,20836,142,25,3,12.0,6.499230723708768,12192|17260|20375,Zfp36l1|Mef2c|Spi1,-0.674805329516873,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.14256094162428,GO:0050864,M1,1,0,GO Biological Processes,19,regulation of B cell activation,19_GO:0002376 immune system process,-3.14256094162428,16.894054054054052,6.725530890070622,20836,148,25,3,12.0,6.499230723708768,12192|17260|20375,Zfp36l1|Mef2c|Spi1,-0.6378089368757294,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.0572233391487083,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-3.0572233391487083,6.480870917573872,4.892996666425162,20836,643,25,5,20.0,8.0,12192|14461|17260|20375|22038,Zfp36l1|Gata2|Mef2c|Spi1|Plscr1,-0.5952233148211076,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-3.0140019019363606,GO:0032496,M1,1,0,GO Biological Processes,19,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.0140019019363606,8.890026666666667,5.343809397139475,20836,375,25,4,16.0,7.332121111929343,17260|20375|20846|22038,Mef2c|Spi1|Stat1|Plscr1,-0.5587352602677284,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.950864265433028,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-2.950864265433028,8.548102564102564,5.215382917344801,20836,390,25,4,16.0,7.332121111929343,12192|14025|17260|20375,Zfp36l1|Bcl11a|Mef2c|Spi1,-0.5151931798277766,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.9304041467676227,GO:0002237,M1,1,0,GO Biological Processes,19,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.9304041467676227,8.439898734177216,5.174099607583855,20836,395,25,4,16.0,7.332121111929343,17260|20375|20846|22038,Mef2c|Spi1|Stat1|Plscr1,-0.5010732391933902,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.8950271250617097,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0032501 multicellular organismal process,-2.8950271250617097,5.961659513590844,4.624751938670871,20836,699,25,5,20.0,8.0,12192|14461|17260|20375|22038,Zfp36l1|Gata2|Mef2c|Spi1|Plscr1,-0.4719451667644787,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.72314729177555,GO:0030217,M1,1,0,GO Biological Processes,19,T cell differentiation,19_GO:0002376 immune system process,-2.72314729177555,12.078840579710144,5.552143470479805,20836,207,25,3,12.0,6.499230723708768,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,-0.3357808857448534,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.699462522539771,GO:1902107,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.699462522539771,11.849857819905212,5.4902052183622985,20836,211,25,3,12.0,6.499230723708768,12192|14582|20375,Zfp36l1|Gfi1b|Spi1,-0.32890961551872466,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.699462522539771,GO:1903708,M1,1,0,GO Biological Processes,19,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.699462522539771,11.849857819905212,5.4902052183622985,20836,211,25,3,12.0,6.499230723708768,12192|14582|20375,Zfp36l1|Gfi1b|Spi1,-0.32890961551872466,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.682345064801655,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-2.682345064801655,5.335723431498079,4.280515139331191,20836,781,25,5,20.0,8.0,12192|14025|17260|20375|21413,Zfp36l1|Bcl11a|Mef2c|Spi1|Tcf4,-0.31725505348211064,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.6705530087488576,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.6705530087488576,7.169376344086022,4.6631764393607655,20836,465,25,4,16.0,7.332121111929343,12192|17260|18027|20375,Zfp36l1|Mef2c|Nfia|Spi1,-0.31085802931601947,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.625662498507063,mmu05202,M1,1,0,KEGG Pathway,24,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-2.625662498507063,11.162142857142856,5.299922514719456,20836,224,25,3,12.0,6.499230723708768,16599|17260|20375,Klf3|Mef2c|Spi1,-0.2765605925716489,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.6172138135118903,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,19_GO:0050896 response to stimulus,-2.6172138135118903,6.930893970893972,4.561182264772366,20836,481,25,4,16.0,7.332121111929343,12192|17260|18027|20375,Zfp36l1|Mef2c|Nfia|Spi1,-0.2733131012622841,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.598486423910272,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-2.598486423910272,10.918427947598252,5.230864623459002,20836,229,25,3,12.0,6.499230723708768,14025|17260|20375,Bcl11a|Mef2c|Spi1,-0.25972535131307706,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.52564300733199,GO:0060485,M1,1,0,GO Biological Processes,19,mesenchyme development,19_GO:0032502 developmental process,-2.52564300733199,10.289382716049381,5.048361720921278,20836,243,25,3,12.0,6.499230723708768,12192|17260|24136,Zfp36l1|Mef2c|Zeb2,-0.1919614602640701,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.391090270493113,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-2.391090270493113,5.995971223021583,4.138506396090404,20836,556,25,4,16.0,7.332121111929343,12192|14025|17260|20375,Zfp36l1|Bcl11a|Mef2c|Spi1,-0.07230027882653792,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.156720216449379,GO:0050778,M1,1,0,GO Biological Processes,19,positive regulation of immune response,19_GO:0002376 immune system process,-2.156720216449379,5.144691358024692,3.714953076704188,20836,648,25,4,16.0,7.332121111929343,14461|17260|20375|22038,Gata2|Mef2c|Spi1|Plscr1,0.0,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.1232088671679445,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-2.1232088671679445,7.375575221238937,4.1019877090118815,20836,339,25,3,12.0,6.499230723708768,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,0.0,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.0752218792073625,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-2.0752218792073625,4.873918128654971,3.570587611655652,20836,684,25,4,16.0,7.332121111929343,12192|14025|17260|20375,Zfp36l1|Bcl11a|Mef2c|Spi1,0.0,0,7,0,0,-3.4441409336010365,18.250510948905106,
1,-2.0005176282789354,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-2.0005176282789354,6.649787234042552,3.8317175035972357,20836,376,25,3,12.0,6.499230723708768,12192|14025|20375,Zfp36l1|Bcl11a|Spi1,0.0,0,7,0,0,-3.4441409336010365,18.250510948905106,
